People DUDLEY,LS,DUDLEY
Title   Interviewed 2/7/20<br>by Lydia Strohl <>
Speaker 0    00:41:38    Mentioned. Yeah. I can't, I can't recall. 'cause I, I, I, my, my family, we, we not, we were not fox hunters. Mm-hmm <affirmative>. And, um, I, I rode as a kid, but, uh, I, I laughingly tell people that, uh, at h you could get a driver's license at age 15. Although I had my first wreck before I even had a driver's license. Uh, well, my mother was trying to teach me how to drive, and that didn't go so well. But, um, uh, but I, I, I laughingly say that, uh, I rode probably every day of my life till I was about 15, because it was a way to get around mm-hmm <affirmative>. And, you know, as I mentioned earlier, I go to Middleburg, come to Middleburg. Dick Kelso was a great friend of mine, and he, his older sister Jane was, uh, we all had a crush on Jane.  
Speaker 0    00:42:23    She was, you know, really very, very attractive. And, and well still is very attractive. But, um, uh, so I would ride over. I mean, I'd ride from our farm across the little river, across the mountain, over to the Kelsos. I could go anywhere I wanted to go. Um, and my only rule, my rule, or the house rule was that I got home from Hill about 3 45. And I was told that, you know, I could do anything I wanted to do. I had to be in the house at six o'clock. So, you know, get my horse take off, you know, had a gun. Did he  
Speaker 1    00:43:00    Ride to school?  
Speaker 0    00:43:01    No, no, no. My dad would bring me, my dad would bring me to school. Uh, 'cause he would come to Middleburg to, uh, pick up his mail and do that stuff like that. And then he would go to his office in Leesburg. And then, uh, I would catch a ride home with most of the time, probably 90% of the time, with, uh, Tommy Dela, who the Deus lived in Oak Hill. Mm-hmm <affirmative>. And, um, so they were coming right on past. So they would come on down and, you know, again, this is the old days, they would drop me off. They would at the front gate of exiting, not that it's that long a walk, but I mean, nobody in today's world would let their child walk, you know, unattended, I mean, into their own house, which is what it was, an eighth of a mile from the, from the road back to the house. Right. But, you know, uh, and  
Speaker 1    00:43:51    What happened with the milk that, from the cows that you milked  
Speaker 0    00:43:55    Everywhere, we, um, so in those days, the milk was, uh, uh, you know, we processed it, when I say processed it all, it was, it was just, it was filtered and cooled. And then it was put into these, uh, uh, big, uh, 20 gallon milk cans mm-hmm <affirmative>. Into a big tank that was, had saline water in it. So it stayed really cold, and it was picked up on a daily basis by a truck. And it was taken into the Thompson Dairy, which is in Washington, dc uh, which was located at Pennsylvania Avenue. And I believe the, the, the cross street, I can't remember what number, it's, I think it's like 28th Street, which is the, the last street before you cross into Georgetown, but before you cross the bridge. Right, right. And Thompson's dairy, there's a big, uh, condo there now, but Thompson's dairy was, uh, was right there.  
Speaker 0    00:44:51    So we, we sent our milk in, so they picked it up every day. Mm-hmm <affirmative>. Of course, you had to milk twice a day. So, um, but they came and picked it up, uh, you know, eight, eight or nine, probably nine or 10 o'clock in the morning. Took it on into DC where it was processed. And, uh, you know, we did it there. And then, um, and we continued in that business until probably, uh, we probably shut it down in about, uh, 61 or two or something like that. It was, there were a lot of changes going on. And, um, it, um, it, it, it was the, the dairy business was becoming a, it, it wasn't, it wasn't a family farm business any longer. It had to be a big operation. A lot of the labor, uh, again, when I was growing up, you know, we had a, a running the farm was a, it was, it was a fun process because it was always kind of something big going on.  
Speaker 0    00:45:46    Um, you had, um, of course you had all the, the, the, the, the planning and stuff that was done in the springtime, which is fun 'cause there's a lot of, you know, tractors and stuff like that. And then, um, during the summer we made a lot of hay. And, um, and I worked on the farm as well as we had other, you know, occasional labor, but you could get occasional labor. Mm-hmm <affirmative>. And then you had a big event, like when you cut grain, when you, uh, um, and you know, this, this really dates me because we, we cut our grain and we actually put it into what they call a shock and stood it in the fields to let it dry. So you cut it green and stood in the fields. Today you see, uh, you know, a grain field, and they have a, a combine.  
Speaker 0    00:46:28    So it goes out there, it cuts it and processes it. And, you know, the, the grain goes from, goes in one, the, the whole stalk goes in one end of the machine, and the grain comes out the other end of the machine into a truck, and off it goes. But, so we, we would, we would cut the grain and we were shock. We did that both with, with wheat and oats as well as corn. And then, um, then later in the year, you had your thrashing process, which was another, you know, big process. A lot of, a lot of labor involved because you had to load the stuff in the wagons, take it to the thrashing machine. And, but it was a, you know, it was a big, another big event. Mm-hmm <affirmative>. And then another big event running a dairy farm, we, uh, we had, uh, big silos that we had to fill.  
Speaker 0    00:47:12    And so you cut a lot of corn. And, but once again, it was all labor intense because you would, you would cut it in the field and put it in these big bundles. You'd bring it in, you put it into a machine that chopped it up and blew it into the silos. Right. And once again, a lot of labor. But all that labor, uh, you know, starting in the late fifties, early sixties, you know, those people all, they left here and they all, well, they either got old and retired or, and the young people didn't wanna do that kind of work. Right. They went, they went to work in DC 'cause that's where the jobs were, and that's where the money was. Right. And so it really put a lot of pressure on the farms. And really the only farms that really survived were the ones where, um, the people that owned the farms had a large enough family that they could, the family would work on the farm. And just, uh, I think the last one of the dairy, dairy operations just closed down. It was down right at Gilbert's Corner, the Williams family. Um, they kind of had a big, uh, a good sized piece of property, sort of on the northeast corner of Gilbert's Corner. Mm-hmm <affirmative>. And, but they had a big family and a bunch of two or three boys and their families, they all worked there, and they stayed at it. And that's the only way you could afford to do it, because, uh, you couldn't, you couldn't hire anybody. Mm-hmm  
Speaker 1    00:48:30    <affirmative>. Did you work like before school and do, did you have chores that you  
Speaker 0    00:48:34    Had to do? I didn't, uh, no, I didn't have too much that I had to do there, because I, you know, we had to be at school at about eight o'clock mm-hmm <affirmative>. So I did that. But I, I, uh, yeah, I had, uh, my, uh, uh, my allowance was, uh, based on the fact that I had to go to the dairy barn every day and get a gallon of milk. So there were five of us in our family, and we drank a gallon of raw milk every day. And, uh, you know, it's, uh, it was, you know, it was outta the cow, went through a strainer, was cooled, and then that was it. Um, so yeah, I had to do stuff like that. Mm-hmm <affirmative>. But, you know, we, we, uh, we were, you know, we were used to that. But, um, and  
Speaker 1    00:49:15    How much of the family, uh, support came from the farm as opposed to your dad's law practice or your grandfather's bank?  
Speaker 0    00:49:25    Oh, I would say I would, I would say that the farm was probably what, what we would call in the business world, a lost leader, <laugh> <laugh>. It was, uh, you know, it was a, it was a business that the family had been in forever. Right. And, uh, so I think it probably, it probably carried itself. But, um, that was one of the reasons that we went outta the business is because it didn't, it carried itself in terms of wages and taxes and expenses and stuff like that. But when it came time to, you know, buying new equipment, like you had to buy, you know, buying tractors, right. Or this or that, the other thing that had to come outta somebody else's pocket. And, you know, the farm wasn't making that kind of money mm-hmm <affirmative>. And one of the, when the, when the labor pool moved to, uh, down toward the city for better jobs, uh, everybody, you know, began to mechanize things.  
Speaker 0    00:50:15    And so it was a, there was a big alay of capital mm-hmm <affirmative>. To, to do that. And, um, that's when we decided to, to give it up. But the ones that, you know, stayed with it were, you know, they made that conversion, so mm-hmm <affirmative>. But, um, um, you know, there were, um, uh, but growing up there, I mean, you saw a lot of interesting things. I remember as a kid, there was a guy who, who had a, he had a thrash machine. And um, 'cause that was a, a specialized piece of equipment that, you know, you didn't really want to, I mean, it was a one week of the gear, you, you're thrashing grain and, you know, he didn't want to own one of those things, really. And this guy had a steam powered tractor, and he started down around, maybe he may be as, as far down as say, uh, Lena or Arcola, but he, he start down in that area, down that way, Gilbert's corner, maybe east of there.  
Speaker 0    00:51:13    And then he would work his way west. And he came and he up to our farm. And then he came further west, where further west, uh, I think that he actually might have done some work for Mr. Fred out at, uh, Sunnybank farm. But anyhow, that was kind of a fun thing because as a kid, um, when we, um, in part of the grain process, we, we had a, a, a big corn house where we would take corn, um, you know, on the, uh, uh, where you would take corn on the cob, you put it in this building and it would dry, and then you would have to shell it. And so, but we would save the corn cobs, uh, because when this guy brought his steam powered, uh, tractor up there, that was what we used as fuel. And one of my earliest jobs on the farm was I had a, had a, a pony and a cart.  
Speaker 0    00:52:03    And I would, uh, my job for probably 25 cents a day, or 50 cents a day or something. You know, just the, just the idea of being around with the, with the, the big people, the men, you know? Right. That was the fun thing. So I would, I, I'd spend all day hauling corn cops with this guy. 'cause he would set this thing up and, um, it was a, but it was a, it was a great big, you know, thing. It had, and of course in today's world, they put him in jail, but it had great big iron wheels with cleats on it. And we, he would drive it around on up Route 50. And, you know, you could see where he'd been driving up Route 50. 'cause he'd left these marks on the, on the highway, but nobody thought about it in those steps. Right. We actually owned, we actually owned, uh, the property where Nelson Gunnel has his polo field now.  
Speaker 0    00:52:53    Mm-hmm <affirmative>. And we used to drive cows, uh, if you can believe this, in the summertime, uh, in the evenings we would take 'em and bring 'em up and get 'em on Route 50. 'cause it would, the, the property was, it was not connected to the main part of the farm. Right. We would, uh, we would take 50 cows and march 'em up the road and put 'em at pasture up, up there, um, on that piece of property at night in the summertime, and then go back in the morning and get 'em and bring 'em back down to, to the dairy barn. And there was so little traffic that it just didn't make any sense. Right. Didn't make any difference at all. Nobody cared. You wouldn't, can you imagine doing that today, <laugh>? Oh my God. You wouldn't, you wouldn't last, you wouldn't last 30 seconds. Right, right.  
Speaker 0    00:53:35    So, I don't know. I've been rambling on. I don't know what else I can tell you. Um, you know, my mother, uh, my mother was a professional tennis player. She, uh, uh, she grew up in Richmond and she was a very, very good tennis player. And she, uh, um, uh, she taught tennis around here to God. I don't know every, everybody. Um, and there were, you know, people that had, you know, tennis courts here and tennis courts there. So she'd go around and she'd gather up kids and teach 'em how to play tennis. I mean, you can, uh, somebody like Helen Wiley will tell you that taking tennis lessons from, uh, my mother was, uh, you learned how to play tennis, but it was not necessarily the most enjoyable exercise. Sometimes. She was a real drill sergeant. And, uh, you know, my dad was involved. Um, he was involved in the fire company.  
Speaker 0    00:54:27    He was a member of the American Legion. He was, uh, in the Lions Club, uh, you know, did all that kind of stuff. This went in, in the basement of the community center. They had a bowl, they bowling alleys. Mm-hmm <affirmative>. And they had a men's, you know, bowling league. And then he was, uh, they had a Thursday night card game with, uh, some of the men. Uh, Mr. Deora, who was the, uh, Episcopal minister, was a real serious card player. Right. <laugh>. But he, you know, he wouldn't not, he wouldn't pay a play on Fridays 'cause he had to start working on his sermons and stuff. But Thursday night was card night. And, um, so, you know, it was a, it was a, a group of men that, you know, had a, you know, enjoyed, enjoyed life. They all knew each other. Right. You know, pretty well.  
Speaker 0    00:55:12    And had a had a good time. So, um, but my, my grandfather died in 49, and then my grandmother, she lived, uh, she died in 69, so she, you know, uh, and she stayed at, she stayed, she stayed, actually, she was actually, she was born in that house. And, um, uh, she was married there. My grandparents were married on the 3rd of July 19 one. You can imagine how hot that was. And, um, then my grandfather, it's a long story, which I won't bore you with, but through a, uh, a family relationship, he went to New York to be the executor of an estate. And they lived in New York for about 10 years trying to sort this thing out. So when he came back here, um, sort of, uh, the early teens, they bought a piece of property. The, the property now is known as Wolver Hill, which is mm-hmm <affirmative>.  
Speaker 0    00:56:14    To the north of town. But it was a piece of chin property. And they bought that, and they built a house there. Um, and in 19, uh, about 1920, the highest caught on fire, the roof caught on fire. It had a shingle roof on it, and he couldn't put it out. And, uh, uh, they got pretty much, my uncle lived on the third floor of the highest, and he lost most of his stuff, but pretty much everything else in the house was taken out. The fire was so slow mm-hmm <affirmative>. And taken out. And about that same time, my, um, grandmother's parents were elderly and dying. And so, um, my grandfather, they decided they weren't gonna rebuild up there. Uh, so my grandfather bought up the shares. Uh, my grandmother was one of, uh, four children. Mm-hmm <affirmative>. So she, he bought up the other interests of, of her siblings, and they moved to, uh, to Exing probably about, uh, 1922 or three along in there. Mm-hmm <affirmative>. But she, um, she was born in that house. And other than living in New York and then living at what was called Roland Farm, R-O-W-L-A-N-D, that's the, the house that they had north of Middleburg. Mm-hmm <affirmative>. Uh, other than living there, she, she lived at Exing her whole life. And, uh, born there and died there. So  
Speaker 1    00:57:42    Was that a common thing that people would, uh, buy out their siblings to keep the family farm, or did a lot of 'em turnover?  
Speaker 0    00:57:53    Um, well, I think it went both ways. I mean, I think it just, it, it just happened. Um, my grandmother had a, um, her brother was, uh, was killed in World War I, uh, and then her, let me see. One sister was married and lived in Baltimore, and the other one, oh, I'm trying to think where she went. But anyhow, she, my, my grandmother was the only only member of the family that was still here and still had an interest in Right. In being here. Um,  
Speaker 1    00:58:25    So it made sense to  
Speaker 0    00:58:26    All of them. Yeah. Yeah. Uh, just one other thing. It might be a, some slight interest. Um, my, um, my great-grandfather, uh, all of us were named Thomas U. Dudley, very, very dull. My great-grandfather was, um, from King and Queen County. Um, and, uh, which is down kind of, um, between Fredericksburg and Richmond and slightly to the east. Um, uh, he was, um, he went to the University of Virginia, and after that, graduated in 1858 and was a, an officer in Stonewall Jackson's army. Um, after the war was over, he came to Middleburg. He probably was here before, but he came to Middleburg. And his first wife was a Cochrane who, uh, lived over at the Hill, which is that property that's right across the road from the Hill School. Mm-hmm <affirmative>. And, um, uh, I think they had two children, and she died in, uh, as a result of childbirth.  
Speaker 0    00:59:34    Um, but he was the mayor of Middleburg, and this is Thomas U. Dudley, um, uh, I'm sure we call him the first senior, whatever you wanna call him. Um, he was the mayor of Middleburg in 1865, decided he was gonna study the law, didn't like that. He ended up going to the, to the Virginia Theological Seminary in, um, uh, Alexandria. And, um, got out of there and had a church in Harrisonburg, Virginia. And then in Baltimore, he was Christ Church in Baltimore, where, uh, both my grand, my grandfather and his brother were born there. And then he was in 1875, he was, uh, uh, asked to be the bishop of Kentucky. So he went to Kentucky. So my, my grandfather, um, and his brother kind of, they, they, they were born in Baltimore, but they grew up in Kentucky mm-hmm <affirmative>. And, um, I don't know really how, I guess they, their deceased stepmother had, you know, connections here.  
Speaker 0    01:00:47    So that may be how my grandfather got back up here to meet my grandmother. Mm-hmm <affirmative>. I don't know. I never did know kind of how that happened. Right. But then, um, that's a big circle. That's interesting. Yeah. Yeah. And, um, so, um, um, he, um, but anyhow, so he, he, he was, um, down there in Kentucky. He died in 19, his, he had two more wives. His second wife had children that died. And then his third wife was a, an Aldrich from New York. And, um, he, he died in New York in 19 four. And it was that, uh, it, it was, uh, his mother-in-law's estate was, um, the one that my grandfather went up there, went up to manage mm-hmm <affirmative>. So, um, anyhow, so, uh, yeah, we've had sort of a sort of a circular thing, and I can't really remember the dates, but my, my dad was the mayor of Middleburg, even though he didn't live in Middleburg properly.  
Speaker 0    01:01:46    He had his office here, but he was the mayor of Middleburg. And, uh, oh, I don't know, I think maybe the late fifties something, something kind of like that mm-hmm <affirmative>. And, uh, so, you know, we've been, we've been around here for, for, uh, for a while. And, uh, it is a, it is a, you know, it's a, I I tell people it's, uh, it is a, I bet as much fun as you could have growing up. It was a, it was a really interesting people. Um, uh, I went to school with, uh, Tim Mellon, who was Paul Mellon's son. Mm-hmm <affirmative>. And, um, so I, as a, as a young person, you know, 12, 13, 14 years old, I knew Mr. Mellon. He was as nice a man as ever was the only, uh, I, I never could understand, uh, uh, the situation because, uh, he would invite me to come up to Oak Spring, Upperville to, you know, come on up and, you know, spend Friday night or Saturday night.  
Speaker 0    01:02:47    And, uh, so, and then I would say, well, you know, why don't you come down and to Xing? But he was never allowed to do that. But of course, that was the Lindbergh's syn syndrome. Wow. He was, they were worried about it, but of course, I was too young to figure that one out. Right. But the only requirement was, uh, that if you were gonna go to the melons, you had to take, uh, you had to take a tie and a jacket with you because you had to wear a tie and a jacket for dinner. And, uh, but he was a super nice man. And you had, you know, you remember funny things as a kid. We used to get taken from the Hill School. They'd take us into Washington to go to the National Gallery, you know? Oh, that was horrible. You know, we'd, we'd go do it.  
Speaker 0    01:03:28    And, um, and then my mother would take us down there too. The trade off was that the last thing that we got to do was we got to go to the FBI building. So if you went through all the art gallery stuff like that, the, the, the treat was you got to go to the FBI building, and you got to watch him shoot the machine guns and Right. See all that kinda stuff. But, um, I can remember walking into Mr. Mellon's house and going like, geez, you know, I've seen that picture someplace before. I've seen that painting someplace before. And there would be a, uh, you know, a, a Renoir or a Matisse or something hanging on the wall, you know, in, in his house. He just, you know, decided, well, you know, I'd like to have that back in my house for a while.  
Speaker 0    01:04:10    So, right. He'd go trade that one out to something else. But he was a, he was, but he was the nicest guy in the world. He drove a Chevy, no fancy car, no nothing. Drove himself around all the time. They had a driver. Mm-hmm <affirmative>. But, you know, he drove himself all around and you'd see him walking down the street and you was just, he, he's friendly. Is Tim Mellon's not still around here? No. Tim Mellon, uh, lives, I believe, uh, he lived, he moved up to New Hampshire. I mean, well, I don't, I, he, he never had never really lived here. And, uh, I think he and his father had some real philosophical differences. Tim Mellons, very much like his grandfather, Andrew Mellon's, a businessman, hard driving business guy. Paul Mellon has said, I mean, he, he wrote it and said it that his full-time job was philanthropy.  
Speaker 0    01:05:02    And so Tim and his father were, they got back on the same page. They, they, and later in life they came to understand that there was a lot of room for, you know, for both, for both. But, um, they, for a long time, they didn't understand each other. And so he moved up to New England and started an enterprise up there. He actually bought a bunch of, um, short line railroads and put 'em together to form a railroad company up there. Interesting. But, you know, he, he didn't, he didn't really have to worry too much about he know where, where the next, uh, the next paycheck was coming from. But he was a nice guy. And then I, and, and interestingly in our, in our same class was Eliza Lloyd, who was, um, Mrs. Mellon's daughter. Um, so I went to school with Tim Mellon, who was Mr.  
Speaker 0    01:05:52    Mellon's son, and Eliza Lloyd was Mrs. Mellon's daughter. And, um, Eliza tragically, she lived in New York for a long time, and she was, uh, she was hit by a car, and, uh, she was in a coma for years. And she, they, they, they had a special house for her up on Oak Spring, but my gosh, I think she was probably in a coma for, I don't know, 10, 15 years or something like that. Mm-hmm <affirmative>. And she just passed away maybe two years ago, three years ago, something like that. But she, I don't, to my knowledge, she never married. And, uh, um, but we had a, you know, we had an interesting class. So those two, and then Dick Kelso, whose dad was a fun, his, his dad had one of the early, uh, testing labs where if you had a, um, just a, a something that you want to test to find out whether it was contaminated or do testing on drugs and stuff like that.  
Speaker 0    01:06:47    Mm-hmm <affirmative>. Um, it was kind of, I think it was down sort of like in Arlington or, or down, down in that direction toward the city. But Dr. Kelso was a fun guy, but he looked like the mad scientist. He had his hair all kind of stood up, looked like, uh, looked like Einstein. He's a great big man. And, uh, oh, uh, one of the Hodgen girls that they, they lived in, they lived in Upperville. Their family had a big nursery up there. Um, and, uh, they lived in Upperville. She was one of my classmates, um, a guy named Brett Phillips, who was, uh, went on to, I think he's passed away also. He, uh, uh, his family were very literary. His dad worked for the Washington Post, and his mother was a good writer and an artist. And, uh, he started, he worked for one of the newspapers over in Leesburg, and I think he started this thing called, uh, Leesburg today, or I'm not quite sure, but he mm-hmm <affirmative>.  
Speaker 0    01:07:42    He's since sold it. And Stuart Saffer was in our class, uh, and I'm trying to think who else, uh, Anne Doyle was in my class, her mother, um, I don't know whether she was a widow or divorced or whatever, but she was a teacher at Foxcroft. And, uh, uh, she was in my class. And, uh, I'm trying to think who else. Um hmm. I have a really embarrassing picture of us, of, from Hill School, all the, all the girls with their white dresses and all the boys with their old blue blazers. Right. And that time it was, it was, they still do that for graduation. Very, very pretty embarrassing though. Yeah. But we had a small class. I think it was about, I think there were like 12 of us or something like that. Right. So, um, you know, hill School was a, uh, it was a good, you know, good place. Episcopal High School was a real tough go for me because, uh, I was, uh, I was too young and, and, and so forth and so on. But yeah, worked out fine. Well, thank you so much for taking the time with this today. I'm, I'm happy to do it. Thank you for asking me. 
