People LS,JOE,MICHAEL
Title   Interviewed 6/10/22<br>by Lydia Strohl <>
Speaker 2    00:41:57    I, I think they must have been from one of the schools to go up the hill or something. I think they, and with this fellow who was  
Speaker 1    00:42:06    Taking them on their  
Speaker 2    00:42:07    Bicycle, taking them on the back cruise, that's how they got there, bicycle ride. And so, and they got hot and the place was not occupied at the time. And, um, they just stopped, decided and decided to have a swim.  
Speaker 1    00:42:23    Well, not a swim, but I don't  
Speaker 2    00:42:25    Swim well to cool down they went. Then it became a chain of disasters because once the first child got stuck, another one went in to try and help him out. And then the, the leader went to try and help him get him out. I think he's, and the one boy, there was one boy who took it into his head to run up, tell somebody to notify somebody. But the only person he knew was his grandmother in, at the store at the top of the door. Oh. Further than that, it was in Marshall. So he got on his bicycle, you know, no cell phones or anything like that. And cycled all the way back to Marshall to alert the grandmother who alerted the rescue squad. And by that time, half of them had drowned. And we came home from wherever we were, I think,  
Speaker 1    00:43:21    I think all the young kids,  
Speaker 2    00:43:22    Three hours. We came home from wherever we were, knowing nothing about this right outside our back door to find these, uh, police tapes all over the place. You know,  
Speaker 1    00:43:34    I had gone out as they arrived, so I didn't see it happen. But I had been, I'd seen them there at the pond. Didn't think that they would, you know, I mean, kick myself for not, you know, being there a little longer. 'cause I would've said, oh, I wouldn't go in there. 'cause I knew that it went down on the edge because I, I've gotten  
Speaker 2    00:43:55    Tackles and things. But that child, but that child didn't, didn't know anybody in the village to go and ask them to telephone or  
Speaker 0    00:44:01    Was there, was it there a wall around it  
Speaker 2    00:44:04    Then? No, no.  
Speaker 0    00:44:05    That happened after No  
Speaker 1    00:44:07    Wall. Around  
Speaker 0    00:44:07    Where, because there's a wall around the property  
Speaker 1    00:44:09    Now. Oh, is it? Oh, just, I think I saw it. It's very new. Very new. Well,  
Speaker 0    00:44:14    The stone wall was there and then they put a, they put  
Speaker 1    00:44:17    A, well, the stone. Yeah. And they  
Speaker 0    00:44:20    Put a wood fence on  
Speaker 1    00:44:20    Top. Yes. No, that the wood fence is showing you. No, there was nothing around it.  
Speaker 0    00:44:26    So they could just  
Speaker 1    00:44:27    Walk. Yeah. And there was nobody in the house. It was empty. It was a sign outside. Right. The house has changed hands a number of times since we were, when we were,  
Speaker 2    00:44:37    They rent. It's a very inconvenient little house. It, it, you know, historically it's, it's super And, but it's not the architecture and that, but it's all little cubby holes with single, single plank walls  
Speaker 1    00:44:52    And, and up the stairs. The stairs were about yay wide and very low. He would've had to have been going up the, you know,  
Speaker 2    00:44:58    We looked at it seriously. Yes. 'cause  
Speaker 1    00:45:00    It was on  
Speaker 2    00:45:00    The market, but it was charming and it, it would've been good for a museum, you know. But it's very, very, very inconvenient for living. It really is.  
Speaker 0    00:45:12    Yeah. I went in at first when Helen had it for sale, and then  
Speaker 1    00:45:18    I When was that?  
Speaker 0    00:45:20    That was maybe 15, 10, 15 years ago. Yeah. And then I've been in it since Matt and Amy have been there, and they've been doing some work to it.  
Speaker 1    00:45:29    I, I don't know this Mattie,  
Speaker 0    00:45:31    It's charming. They moved in maybe right as  
Speaker 1    00:45:36    You left. As we left, probably, yeah. 'cause I didn't, I didn't know.  
Speaker 2    00:45:40    He, he came about six or eight months before we moved because I had several conversations with him about things and Oh, you did? And then they, they were on about the, uh, television or whatever, the fiber.  
Speaker 1    00:45:57    Hmm, the fiber. The fiber.  
Speaker 2    00:45:58    Yeah, the fiber, yes.  
Speaker 1    00:45:59    That's happened right after we,  
Speaker 2    00:46:02    They asked me, you know, whether we wanted it to hook it up. And I said, no, we're about to move. There's no point. So I said, well make it so that somebody make the junction box or whatever it is. So in  
Speaker 1    00:46:18    Fact, we  
Speaker 2    00:46:19    Did that and, but just don't lay it onto the house. So we told them to do that.  
Speaker 0    00:46:25    Right. Tell me about starting your shop.  
Speaker 1    00:46:31    Starting my shop.  
Speaker 2    00:46:32    Nancy Lee. I was 60.  
Speaker 1    00:46:34    Yes. Uh, the first person, the first, the first person I ever met in this village was Nancy Lee Pumpkin's mother. Did you know her? You didn't know her. Has she been gone?  
Speaker 2    00:46:46    She's been gone a year or two. Didn't,  
Speaker 1    00:46:49    Anyway, lovely, lovely person. Mrs. Middleburg really is what I always used to call her. And, um, she, she was just so nice. She would do the books for Liz Tippet as she was then, Liz Lun, Whitney, whatever you want to call her. And in those days, and we actually had MAs on the stud farm that we had in New Market for Liz Tippet. And the only time, and I shouldn't say this, you've got this radio going up, I think I better leave that alone. But anyway, Nancy, I went to Nancy to say I'm going to stop. I used to dress my kids in writing things from a similar shop, which I like to think mine was cleaner and tidier. But in those days, so I had the whole background in my head, you know, of what I was trying to achieve. And, um, and I went to Nancy.  
Speaker 2    00:47:45    You got the idea from the place in England.  
Speaker 1    00:47:48    Yeah, that's what I'm saying. I used  
Speaker 2    00:47:50    To dress the kids in England. Yeah. Must make it clear that that was in,  
Speaker 1    00:47:52    In England. Oh, this was in England, yes. When, uh, when we went back there. And, uh, anyway, sand and saddle it was called. But anyway, I went to Nancy knowing that she'd know if there was any suitable place in middleware coming up to rent. And she did, which was the end unit on there. And that was perfect. I didn't want to be on Main Street. I wanted to be back where there was some parking, legal or illegal. Um, and, uh, she, she said, oh, so it never, that actually never came on the market. I'd snaffled it before through Nancy Lee and been there ever since. And that was, I was 60 when, when that happened. And it just grew like topsy. It was crazy. I mean it in no time at all. When I gave it up recently, I, I gave it to, um, Geraldine Peace, whom, whose family we've known in England for years.  
Speaker 1    00:48:50    Her father used a pony club with us <laugh> in England. And they went to Canada. He was a very, very good veterinary surgeon. And he went to Guelph there, veterinary college in Canada to teach. He, so the family went to Canada and Geraldine had been down here for some years. And so I, that's why I passed it on to her. I didn't want to sell it because I figured that I'd have no say in what went on afterwards. And I don't, I keep my 2 cents out now, but at least I assured her that I would like it to continue. It's been a successful shop, you know, I mean the, the, the, the makeup has worked. And so I was anxious that it should stay. 'cause I've had a lot of really nice letters from people about how much they've enjoyed it and how, what a service it was doing basically to a lot of people.  
Speaker 1    00:49:47    'cause all this hunting stuff has gotten very expensive. And we used to get some real quality stuff in it. May have got some years, but the quality, you know, I still have jackets that I bought, you know, 20 years ago. Yeah. Well, and um, we used to sell over 500 saddles a year, you know, in the end. But anyway, through Nancy, I got that end unit and set up with Laurie Westman. Do you know Laurie Westman? No, she's a, she's Marshall and lovely person. She did the book, she set it up, the two of us set it up. Um, I always owned it, you know, but she came and set it up and then worked for me for close to 30 years after that. Um, but, uh, eventually I managed to get downstairs next door and then upstairs. So, so I've got, they've got the two units now and we drill through the thing. So it's, it's a wonderful space. Perfect. Because you need quite a bit of space for dealing with consignments coming in and things. So it does take quite a bit of space. And, um, it was just what I wanted to do. Mike's boss had died, so he was basically then out of a job. And having educated four kids, there was no way that we were gonna sit back and retire at that age. So, so, um, so I started the shop.  
Speaker 0    00:51:15    And you had come back to the Middleburg area when you got the job for the  
Speaker 1    00:51:19    Yes, we came from Kentucky.  
Speaker 0    00:51:23    So, so coming. Yes. So the, the shop in Rectortown kind of coincided?  
Speaker 1    00:51:28    Oh, no, no, no, no. Well, I guess in a way, yes, we were at Rectortown when I had we, what, what are you saying? I started the shop in 92.  
Speaker 0    00:51:40    92.  
Speaker 1    00:51:42    I'm pretty sure it was 92. And we'd gone to Rectortown, oh shoot, I can't remember  
Speaker 0    00:51:50    <laugh>. But you had already been in Rectortown for some  
Speaker 1    00:51:52    Years. We'd been in Rectortown for a little while and, um, and it was through Nancy Lee that I found the thing and, and just got going. And the whole thing just took off, you know, it was remarkable. And Laurie was a huge help 'cause she set up all the books and this, and when, when I took myself out of it recently, we had over 14,000 consignors. And they grow every day. You know? Now I can't say that all of them are still living from square one, but, but uh, we had 14,000 on the books.  
Speaker 0    00:52:30    That's amazing. What kind of thing, tell me like, is there any story of an amazing thing you've got or? I mean,  
Speaker 1    00:52:43    I don't really know. We used to take, you know, the old custom made coats used to have names in and dates and things. And we, we got a really nice real melting coat. 'cause people call Mel things that are just wool coats. They're not melting at all. I don't think most people know what Melton cloth looks like. But it, we got a really nice lady's melting coat in  
Speaker 1    00:53:07    The black coat with I think silver, um, hunt buttons on of a defunct hunt. So they were still on because the hunt was outta business. And um, it had a name and it was Rockefeller inside and a date of 28 or something, I can't remember. I've got a photo of it somewhere. 'cause I took a photo of the right and uh, somebody came in absolutely fell for it. Never, it never went hunting again. It was used as a, as a dress code in DC 'cause it was beautifully made, beautifully tailored. And with the, the funk button, she could wear them. And it was, and that was a crazy thing. You know, she, she bought it to wear it with pants or whatever, you know. But I don't know that we had, um, we had some fairly extraordinary things, but nothing that jumps to mind that was that out of the ordinary.  
Speaker 1    00:54:06    I don't know. You know, people would bring us some things and I'd have to turn some, I I wanted to keep it a tap shop, not a consignment junk shop. You know, and this is a little bit, but I not say that. Um, I'm very conscious of these things. Um, it's hard to turn down you to turn people away with China and this and that and the other. You, you do not want to turn into Justin everything to do because it had a horse on it. It was in there, you know, I tried to keep up the quality. You've got to keep up the quality.  
Speaker 0    00:54:46    Well, and you had a mission. Your mission was useful.  
Speaker 1    00:54:50    Yes, yes. Functional. Functional, yes.  
Speaker 2    00:54:53    Absolutely.  
Speaker 1    00:54:53    But it, and it also, you've got to keep up the quality and not, and, and get tough about turning things down. And, and if you, if you take, and of course we never had Western stuff. A I don't know anything about it because I've never ridden Western in my life. And, and the difficulty was people would bring in just a Western run. Oh, well it'll sell. Yes. But if you take one, the next person comes in and says, oh, I'm just giving up riding. I I I'm going to bring my Western stuff in. No, I don't want the western stuff. You've got to be tough about it. You, you, it's really quite difficult to, but anyway. And there's two girls still in there now. Both of them have been with me close to 20 years. So,  
Speaker 0    00:55:42    And Claire worked in there at  
Speaker 1    00:55:43    The weekends. Claire does the weekends. Yes. That's another story that I'm <laugh>  
Speaker 2    00:55:49    Claire is now twice over a grandmother.  
Speaker 1    00:55:55    We have great grandparents. Yes.  
Speaker 2    00:55:58    That occupies quite a lot of her time. Those  
Speaker 0    00:56:00    Are very cute children. <laugh>,  
Speaker 1    00:56:03    You've met the boys. Have you?  
Speaker 0    00:56:04    Yeah. And Oh, you have? I was, um, my, when the, when my goddaughter was getting confirmed, one of them was getting baptized. Oh. So I remember.  
Speaker 1    00:56:17    Oh, which kids? Claire's kids. Mm-hmm <affirmative>. Oh, I thought you were talking about Caroline's two boys.  
Speaker 0    00:56:21    Yeah, no, one of Caroline's, one of Caroline's boys was getting, I think the first one was getting,  
Speaker 1    00:56:28    I don't think it's been baptized. Has he? Anyway, it doesn't matter. Um, anyway, she's got baby, he's three months. Did we? Yes. I don't remember. Um, anyway, she's got another one now. He's three months. Big chap. You know, Ben, have you met Ben? Her husband? He's six foot eight, you know, lovely fella. Such a nice guy. Caroline's got very happy family there.  
Speaker 0    00:56:56    Where do they live  
Speaker 1    00:56:58    In, uh, Alexandria.  
Speaker 0    00:57:00    So also close. It's so  
Speaker 1    00:57:01    Lucky. Yes. Caroline just come off maternity leave. She's just gone back to work. She's got a very good job. So I'm not sure Ben is in banking.  
Speaker 0    00:57:11    Um, and where's Josh now?  
Speaker 1    00:57:13    Josh, it works for Deloitte and spends a great deal of time in the Pentagon, apparently. And we don't know what he does 'cause we're not allowed to know what he does. He's just been on a trip to Hawaii at some conference or other that Deloitte sent him to. So I don't know. He's doing fine. Meredith has got a, she's um, HR and she won the HR of the Year award in DC so she's got a good job. So they've done well. And you know, Claire, you've gotta give her, she educated those kids. I mean she worked herself silly. She's always had two jobs, the school and the shop because she basically had to, she and I think they've got all the loans paid off <inaudible>. But, um, did you did a hell of a job raising those kids. Yeah. Against all odds.  
Speaker 0    00:58:08    Josh was very good friends with my steps. Oh, Christopher. And in it is, he's a year older and that's why he went to Swee. My stepson went to Swee.  
Speaker 1    00:58:20    Oh, is that 'cause it suited Josh wonderfully. I was surprised that he got in, to be  
Speaker 0    00:58:25    Honest. Well he, my stepson also played lacrosse and he was all set to go to another school. And in the spring when lacrosse started, Josh talked Christopher up to the Suwanee. And I'll never forget that the fellow called him and, and said, I've heard about you and I spoke with your coach. Would you be interested in coming to Suwanee? And he dropped his plans and was very happy.  
Speaker 1    00:58:51    Josh. I don't know that it was lacrosse that got Josh in necessarily, but apparently now this is what I learned from Claire. He wrote some essay or other  
Speaker 1    00:59:06    For, for getting, which was path, the course for getting in the school, I gather. And apparently the fellow who received and read the essay said that it was about the best essay he'd ever had. He kept it as an example from then on the students there at the school. Apparently Josh is is got extraordinary writing ability. You know, you kind of wouldn't guess it really. But anyway, I think it was that, that got him in more than the lacrosse. But he, Swanee was good for him. It was a perfect for him. I don't know how your stepson did, but  
Speaker 2    00:59:46    I think there's a lot of luck involved when these kids go to college. Because if they don't find the right tutor or professor, however you call it, that clicks with them.  
Speaker 1    01:00:01    It can be a successor.  
Speaker 2    01:00:03    They can, they can waste the whole time. But if they can really find somebody, and and Josh will admit it, that you find, I mean, what was he about halfway through the college when he clicked with this guy and all of a sudden life took off for him. And he, he's become a very, very interesting chap. Um, he works much too hard. He looks like a ghost  
Speaker 1    01:00:28    Josh now. He really  
Speaker 2    01:00:29    Does. But, um, he looks exhausting. He, he's, he's on the fast track with Deloittes, whatever it is he does.  
Speaker 1    01:00:38    And do you have a granddaughter that's in, followed your footsteps in racing as well? Oh, Andrew's youngest. Mary, you met Mary. I have, yeah. You know, little bit Mary, well Mary now just bought a little house in Lexington, Kentucky. 'cause she's determined that's where she belongs. 'cause she enjoys this whole thoroughbred industry. And I think I made a comment. She's doing what I used to do for Mike. She's now got a job with a bloodstock agent who's really successful. And she, he gives her a list of horses and she, this is part of the job. And she goes through sorting out the ones he should go to the back and look at and, and the ones to forget because they're just not up to it. And also she's got, they've got a website going, what do they call it? Farm manager or something,  
Speaker 2    01:01:30    Something like that.  
Speaker 1    01:01:31    And she's, because she, Mary was very smart. She's been in the thorough world here and Australia. She went to New Zealand, she went to England. So she's got experience of this. And this is what this website that they're trying to get going. Um, don't ask me what it does because I don't know. And, and they're setting it up and I'm not sure they all know.  
Speaker 2    01:01:55    Well it's an informational platform for anything to do with racing really very in a, in a word but on a worldwide scale. They're already operative in England, France, and Australia, Mary. And they've been looking for the right person to set it up in America. Yeah.  
Speaker 1    01:02:15    Yes. And, and they seem to fasten  
Speaker 2    01:02:16    On, fortunately they picked  
Speaker 1    01:02:18    On Mary, Mary has a very good eye for a horse. You know, you've either got it or you haven't going round, yelling sales or full sales or whatever, you know, weaning or whatever. Um, but she's definitely got an eye for a horse. 'cause this fellow seems and a feel for them. Yes, yes. That's, oh, Mary's a very good rider. The trouble is, and then she gets always put on the rottenness horse sort of thing. She was, she was riding, working in England for a trainer over there and they had a horse. And Mary was the only person who got out on Lambourne dance with this thing in a, um, come on, what do I need? Camon? No, not Camon. It's now for No, the LER thing. Come on. This is what I do all the time now. Hackamore, that's thought she called. She's the only person, the canvas, no hackamore.  
Speaker 1    01:03:14    She the only person who would take this horse out on the piece in a hackamore when you've got no bit in his mouth, you know? And she's had some little bit of a rockfall. She already had her back 'cause she keeps getting put on the difficult ones, the temperamental ones, because she's got a great affinity with the horse. She got that from Patty. Did you know Patty? A little bit? Yeah, a little bit. Patty was a very good horse. Could get in outside the heads. Mary can get inside a horse's head, you know, and so we're full of hope that this job will work out. She's already busy with it at the sales and things. You know, she's bought a little house in Lexington in Midway, actually just outside Lexington. And uh, so she's away And Lilette is here. Li Bit's here. She's now taken over one of the bigger barns in <inaudible>.  
Speaker 1    01:04:02    At At the Vogels? Yeah. At the Vos. Yeah. And, um, I just heard that and she's very thrilled and is wonderful turn. Of course all she's, she's full house. She moved from a smaller barn 'cause she needed more stalls and they have her there and it was great trail riding and it's great riding inside there. 'cause you can imagine how thrilled her customers are. She's got a couple of older ladies, I think. And, you know, and it's wonderful. And she gets on with the verbals and the vocals appear to be very happy to have her. They're, they're very nice. They're, they're very nice generous. Claire knows. Yes, Claire knows. Yeah. And, uh, so it's all seems to be working out beautifully. And Li Bit works like that. They can, but then all those kids are hard workers. Did you ride after your children were born?  
Speaker 1    01:04:52    No, basically not. I, I quit. I kind of quit when we were married. Really. It's a full-time job if you're going to be doing anything with horses, you know? Mm-hmm <affirmative>. And particularly with racing, we follow racing like that. We've got racetrack network on the television. You know, that's what that dish is over there. <laugh> as ugly as it is and we hate having it. But we get, uh, so we can follow what Graham's doing and, you know, we can get any racetrack in the country on it. He's going to, um, ask it on Saturday night. He's gotta run a very good feeling that he's got, hopefully. 'cause you know, you get over there and the going is always so different they race ongoing that you never see in this country. The, the, the mud, you know, here, they're basically running on firm surfaces that half the British trainers wouldn't run on.  
Speaker 1    01:05:44    'cause it's, they think it's too hard. Whenever they come over for these turf races, the English, the first thing they do is look at the going say, oh, that's so hard. I'm not sure I want to run my Philly or this or that. They don't run on them. So they, they're run in hot deep mud, which American horses get stuck in. You know, I dread it because ask it, there's one place in the course there that swimming bottom. It's can get quite wet down there. And American horses aren't used to going like that. That's what caught him out with, uh, what's his name? Animal Kingdom, wasn't it? Yeah. The going. But, uh, that was a lovely horse. That was such  
Speaker 2    01:06:28    A, well an animal kingdom at was in trouble with fillies around him.  
Speaker 1    01:06:35    Well, he suddenly turned, he came home from Dubai to England to run in the, to run at Ascot. All of a sudden he turned into a stallion. I think the traveling had done it, you know, all of a sudden he realized the fillies were about. So that also did not help, but Aspen, he, he changed the kind of character. He became a stallion. Well, you know, he sort of woke up to the fact that that was his job. Right. <laugh>. And it was early days. It was his job. But anyway, but, um, Graham had a lot of fun with him. It was good. But we watch all his races and things now. Well,  
Speaker 0    01:07:17    You must have had quite an eye for horses. You must have had quite an eye, must have quite an eye for horses to have such  
Speaker 2    01:07:23    A career. Well, I dunno about that. Joe's got a very good eye.  
Speaker 1    01:07:27    Well, I, no, I know. True. I used to go ahead. Which is a lot of what Mary does now and cut out the crap that he doesn't need to go back and look to, he looks at the pedigrees, picks 'em out of the catalog. And you, I mean, Mary said she had a hundred horses to look out at the house sale, but he, she'll cut out half of those for him not to bother to go look. You see? So you've saved time. And that's what I used to do for him. It's very easy to cut out the crab <laugh>.  
Speaker 2    01:07:53    The, I would never make a horse show judge, because as Joe says, the ones that don't count, you can tell that they're, they're ordinary, you know? But when you get two or three top horses that you're comparing to each other, that gets pretty tricky. But's sparking the characters an origin. A lot of what has made the difference at the thoroughbred sales these days. I mean, I, I started when, well, it was  
Speaker 1    01:08:33    A new form of  
Speaker 2    01:08:34    Selling. Um, I, I mean, you could make the world stop and look at you when you paid a hundred thousand guineas for a horse, which is about $150,000 now. People have so much money. So there's a huge amount of cash all over the world. Not just here, but all over the world particularly. Yeah. The people don't know what to invest in. And you get people like this, uh, e what's his name with the rockets? Uh, Egan,  
Speaker 1    01:09:12    Oh, um,  
Speaker 2    01:09:13    Whatever his name is.  
Speaker 1    01:09:14    I, I can't remember his name.  
Speaker 2    01:09:15    I can't see.  
Speaker 1    01:09:16    Eli Musk. Eli Musk. There  
Speaker 2    01:09:18    Were Musk. There you are. You know, he doesn't know what to do with his money. So he is trying to go and m up the stratosphere, <laugh>, we haven't finished mucking up this place yet. And the, he, he and, uh, the English fella, they're all racing to go and muck up the stratosphere, you know,  
Speaker 1    01:09:40    But it's, it's  
Speaker 2    01:09:41    A, but there's so much money. So today you can go to the sales and you can find mil horses costing a million dollars that nobody's ever been on the back of them. You know, they dunno what they're like, but they look right. They've come from the right pry. And so if you get two or three people like that, um, you suddenly find that, you know, a million dollars doesn't really get you a whole lot unless you're dead lucky. So what you have to have is an eye. You have to look at all the horses and have an eye for those that you think look the right type. At  
Speaker 1    01:10:31    Least have the athletic ability.  
Speaker 2    01:10:33    And, um, it can happen. It can happen. But it keeps everybody guessing. And I mean, the sales this year were, well, last year, even with the covid and everything, ab absolutely wild because it's now a world market. At one time, the world market was in England because all the, uh, <affirmative>, uh, related countries, the dominions and the colonies and this, that and the other. And every, everybody who went abroad from England, they were still riding horses and so on. And they got, we have a relative who is a mad cricketer. And there's a system on, on the internet now of keeping all the statistics for cricket all over the world. And I see the Arabs now just this week, are doing the same thing in the golf world. But I said to this, uh, he's, he's the husband of one of our nieces. I said to you, how can you make a living out statistics for cricket?  
Speaker 2    01:11:53    'cause he was working for this very well known organization. He said, Michael, do you realize how many people play cricket? How many people are interested in cricket? 'cause I have no interest at all. <laugh>. And he said, look, nevermind England, you've got England, Australia, Pakistan, India, uh, New Zealand, South Africa, right South Africa, the, the Caribbean. He said it's huge. And it is actually, it's probably way bigger than racing ever would be the statistics of it all. And, and he said, it's just so huge. And so people are finding ways to invest money in these things because they're interested in it and so on and so forth. And, um, it's changed the whole world of sports really. It really has. I mean, when you hear football players and people who get a, a couple of million dollars for years, oh, they get wrong that now I, I'm just talking regular, I'm not talking about the stratosphere.  
Speaker 2    01:13:02    But, um, what I'm getting at is that in, in the horse world, it becomes very obvious in a while, which horses are going to be way up in the stratosphere because you get to know who the buyers are, what type of horse they're looking for and so on. And they have loose money. There is so much loose money in the world at the moment. I mean, we, we, we get an, a sales catalog from England for an antique, well auction house that sells all sorts of furniture and paintings and antiques and so on. And, um, the prices now that some of the most ridiculous, do you ever watch an antiques roadshow? Yeah. I mean, you know, bits of paper with scrawl on them and somebody pays a million dollars for it, but just two people get pigheaded and they don't know what to do with their loose change <laugh>.  
Speaker 0    01:14:09    So that's affected racing.  
Speaker 2    01:14:11    Yeah, definitely. Absolutely. Um, the prices, at first it was around, as I say, the colonies and so on and so, and, and Europe a little bit. But then it got further and further afield. I used to do business with Australia and New Zealand, partly because I enjoyed them all. <laugh>. I couldn't see, I could probably have made more money in other ways, but I'm a bit naughty about it. I don't enjoy the client. I can't really enjoy the job, you know, and to, to buy a nice horse for a nice person. That's the real, and, and I can never explain that to people. You know, they didn't understand. Well, why didn't you, one time we had, uh, lazy Lane Farm here, right? And, um, he, he was a client of mine. And, um, I told him, look, this is a must buy animal, you know, you absolutely got to buy this animal.  
Speaker 2    01:15:18    And he asked me how much I thought he would have to pay. And I said, well, nobody's ever bid a hundred thou, nobody's ever been, been a million. And I, I said, you, you are looking at a million dollars and this is when a million was a million. And he said, okay, and if you think it's that good and so on. And, um, uh, I, I got, we were in there in the sales ring and bidding. And when we got to a million, he said, well, he turned to me. He said, well, what do I do now? I said, Mr. His name, she's recording him. Um, thing of me anyway. I said, what you do, you stop. And he said, oh, and he would've gone on, you know, and I said, you don't want to make a fool of yourself by bidding somebody who doesn't care how much he spends you stop.  
Speaker 2    01:16:21    But most people, and it's not a matter of in integrity, it's a matter of something different would say, oh, kick on. You know, because you, you're working for a commission and so on so forth. But, um, my my point is, I mean, grim is trying to buy a couple of horses now for his stable. And he can't compete because he likes the nice horses, which other people are prepared regardless, right. To give tens of millions of dollars. And it's the same in the art world. It's the same in the real estate even. It's, it's a crazy, crazy situation.  
Speaker 0    01:17:09    Too much money. And then the people that don't have it, but still want nice horses or nice houses.  
Speaker 2    01:17:16    Yeah. And, and then the, the other thing is when they realize how the, the reality hits them. I mean, I, I can go and look up the racing form big racing going on this weekend, and I can find you horses running at Belmont that have cost well over a million dollars that haven't even won a race yet. Haven't  
Speaker 1    01:17:37    Broken them in.  
Speaker 2    01:17:38    Right. I mean, the, the odds are 80 who won against you.  
Speaker 1    01:17:46    There's also the, the  
Speaker 2    01:17:49    Endless  
Speaker 1    01:17:50    Chances of, of maybe making a stallion, which will bring in you a great deal of money. I mean, you either speculate on the stock market or you speculate in horses. This is what often when the stock market is not doing much, isn't it? Yeah. They'll,  
Speaker 2    01:18:03    Yeah. That's why I say best. They don't know what to do with their money.  
Speaker 1    01:18:06    It's a sort of, you know, you're speculating, you're speculating on on the success of the horses.  
Speaker 2    01:18:12    Well, and some people, but I, I used to say to people who, oh, I want to, I want to get into this game. It looks so good. It looks so, I said, if you can afford to write off 80% of the money that you put into the horses, I work with you. If not, I'm not interested. And um, and then I had a few people who, who would trust my judgment. And I had another guy that was big in the business and he was a businessman. He ran a very business like stable and he was selling some horses outta his stable. And this other guy came to me and he, his his agent and said, have you got anything nice? You can show me? I said, yes, I got something really nice, I can show you, but it's not gonna cost anything. And we bought a nice horse for about 5,000, just over $5,000. And he went off and he won races and so on. But you gotta get dead luck. You gotta  
Speaker 1    01:19:25    Get luck. I've gotta tell you another story about the Rectortown House. Have you noticed the English oak on the corner? Mm-hmm <affirmative>. On the corner of Crenshaw and the big Yes. It's gotten bigger and bigger. That's an acorn of 83. I bought it back about yay big in the inside of a paper towel roll. 'cause I wouldn't do it now. I wouldn't get away with it now. And I packed it just under the handle of my suitcase. So when you picked it up, all the weight was away from it and it survived. And that's an <inaudible> of 83 out of the family Churchyard in la in, in Surrey where Mike was born and raised and very close to where I was. And these, these are grandchildren, <laugh> of the, these are from Acorns from that tree that they're very hard to grow. Oaks are very slow to start. And it's, and I put 'em outside and they, um, all this lovely new green, the, uh, chipmunks will not leave them alone. And I haven't had anything that I could put them behind. They chewed salmon. And so anyway, I've saved them. Mm-hmm <affirmative>. But those grandchildren of the English oak trees and the family church out where that's amazing. Where Claire was married and the boys were, but  
Speaker 2    01:20:44    Scree generations of our family is there. Yes.  
Speaker 1    01:20:46    What town is that? Le, L-E-I-G-H. And  
Speaker 2    01:20:51    That's, it's just a tiny village,  
Speaker 1    01:20:53    Just near Right. It's a very small village.  
Speaker 0    01:20:56    Are there trends in horses? Hmm? Are there trends in horses?  
Speaker 2    01:21:02    Trends? There are trends in horse ownership and reputation. Yes. Breeding mm-hmm <affirmative>. Um, I mean, everybody now wants to be a dresser rider. Right. They like the idea of the fancy gear and all. A lot of it is ego.  
Speaker 1    01:21:22    It's safer than jumping too.  
Speaker 2    01:21:24    Hmm.  
Speaker 1    01:21:25    It's safer than jumping.  
Speaker 2    01:21:27    Yeah. Well, but, um, a I made one terrible booboo once I had a client, but in Kentucky who was very rich in construction and they were trying to get into the racing thoroughbred business, but they were interested in the saddlebreds and, you know, the pacing horses and the walk Tennessee walking horses, all these things. So I arranged for them. I thought this'll smarten their ego up a little bit. I arranged for them to bring some horses, Tennessee walking horses and celebrate horses to England to do a demonstration with their horses at the Horse of the Year show in London. And these women came all makeup and glitters and top hats. And this, it was the most utter disaster. The English hated it. They absolutely hated it. And they'd attested these people for coming and doing it. And I, I'm glad not too many people realized that I'd organized the whole thing to rub their ego up. <laugh>. That was the biggest boo boo I ever made. I think horse, we talk too much about horses. I mean, we're not talking about the Middleburg. And what I notice so much about Middleburg is that it has now become a very professional town. And it, it's part of the reason why we moved in here from Rectortown. You've got the banks, the dentists, the lawyers, we move  
Speaker 1    01:23:25    Because it's a one story  
Speaker 2    01:23:26    House. I'm, I'm within walking distance of everything I need in Middleburg. Right. And hard as it was to give up that lovely house in rec the time which we really enjoyed the traffic was got what got to me. And Joe rightly said, you know, what's happened? She said, people have all got these shortcut electronic things. Yeah. And they're all doing a shortcut. West stop. 66. That's what, and we had the devil a time even stopping the lumber trucks going through there.  
Speaker 1    01:24:02    Those, those with all the pine,  
Speaker 2    01:24:05    You know, the big trailer trucks. We had a level of a job. We, we did get that done.  
Speaker 1    01:24:10    But they were going through Rectortown. They were coming up 17,  
Speaker 2    01:24:14    They were coming up 17 through Rectortown getting off at Marshall. Oh, well, I  
Speaker 0    01:24:18    Never understand why the trucks have been pushed off. 17. It seems to me like that  
Speaker 1    01:24:23    Would be Well, it's extraordinary because sometimes you see  
Speaker 2    01:24:26    <crosstalk>, 'cause 17, the pe the people along 17 were much better organized. And it was like chasing chickens. It was the danger,  
Speaker 1    01:24:36    It was the danger angle. Look, I've got to show you this, this is, this is lie. This is where Mike was <laugh>. Oh, that's beautiful. And, and that's the where's where's the priest house? This is the house he was actually living in. It's right next door to the church. This is the church used to be that roof, didn't it, Mike? I think it was.  
Speaker 2    01:24:56    But anyway, before my time,  
Speaker 1    01:24:58    Darling. Yes, I know, but originally it was. But um, may  
Speaker 2    01:25:01    I take, I, I think, I think that one time. Oh  
Speaker 1    01:25:04    Yes.  
