People DEANE,LS,DEANE,DEANE
Title   Interviewed 2/28/20<br>by Lydia Strohl <>
Speaker 1    00:38:44    Max. Mm-hmm  
Speaker 0    00:38:45    <affirmative>. Fairfax County. Yeah.  
Speaker 3    00:38:48    We, uh, because your father painted Oh yeah. Kennedy's house,  
Speaker 0    00:38:52    That token, they were building a,  
Speaker 3    00:38:55    That Wexford for  
Speaker 0    00:38:57    Kennedy. Mm-hmm <affirmative>. He was a painter. And he came, helped paint that house for, they weren't here when we moved in. Mm-hmm <affirmative>. They'd already done well, I guess. No, he hadn't been. Yeah. He had been assassinated.  
Speaker 3    00:39:11    Mm-hmm <affirmative>.  
Speaker 1    00:39:13    By the time you moved here.  
Speaker 0    00:39:15    Yeah. 'cause I remember being, um, at home in Fairfax and uh, I just heard it on the TV or something. And two women came to the door trying to sell encyclopedias. And I said, don't you realize the president has just been assassinated? You know, I couldn't believe they were, maybe they had, they didn't  
Speaker 1    00:39:36    Know. Probably, probably not. Not everybody had a news  
Speaker 3    00:39:39    Machine. Yeah, that's right. Oh my gosh. Right. Yeah.  
Speaker 0    00:39:42    I don't have one of those <laugh>.  
Speaker 1    00:39:44    So your father was a painter in Warrenton? Mm-hmm <affirmative>.  
Speaker 0    00:39:47    No, in in, they lived in Fair Maxx. They  
Speaker 3    00:39:50    Lived in Fair. They lived out here for a while because he graduated.  
Speaker 1    00:39:52    You grew up in Warrenton?  
Speaker 0    00:39:54    No, I was born  
Speaker 1    00:39:55    In Warrenton. You were born in Warrenton? Yeah. And then  
Speaker 0    00:39:57    They moved there and then Yeah, I, I was all over Marshall.  
Speaker 3    00:40:01    Well, she was born in Warrenton. Her brother was born in Marshall. One was born in Plains. Wherever they lived. Yeah. They popped out <laugh>. So it was, and her grandparents are buried in, um, a farm. Uh, shady Hill. Shady Valley. That Shady Valley. It's on, um, it's Gray Meadow Dermis.  
Speaker 1    00:40:25    Oh.  
Speaker 3    00:40:25    Oh. Actually it's on Suzanne's Road. She lives right out there. Right,  
Speaker 1    00:40:30    Right.  
Speaker 0    00:40:30    That's my cousin lives in <inaudible>. Uhhuh  
Speaker 1    00:40:33    <affirmative>.  
Speaker 0    00:40:35    He's the last cousin <laugh>.  
Speaker 1    00:40:37    So, so when the, the store was, uh, a real meeting place. And I would come by and there would be lots of people hanging out. And I think that they were there. They would get a job for the day. People would know that there would be people who were available to work and they'd come through. Yeah.  
Speaker 3    00:40:57    Existed. They would, everybody had a job, basically. They worked on farms or they  
Speaker 1    00:41:02    Had a job and they just Great. Would get  
Speaker 3    00:41:04    A ride. We just had a few people that didn't have a job and they weren't single, wasn't going to get a job. He just was, panhandle was his job. But, um, no, everybody worked around here. Mm-hmm <affirmative>. A lot of people worked like Palm Men and the racetrack. Med Bird train Center. Mm-hmm <affirmative>. So it was just local farms. Right. Mainly. Yeah.  
Speaker 0    00:41:26    <inaudible>.  
Speaker 1    00:41:30    That always messes it up. I don't know how to turn that off.  
Speaker 3    00:41:33    To turn what off?  
Speaker 1    00:41:34    If, if the phone rings it  
Speaker 3    00:41:36    Oh, gets recorded. Oh, I didn't know you're tapping. Thank us. <laugh>. Oh. So how do you do the interviews?  
Speaker 1    00:41:45    I just sit and talk to people.  
Speaker 3    00:41:46    Oh. Oh. I didn't know where we're being interviewed, but, um, anyway, um, um,  
Speaker 3    00:41:59    Well, usually I'm asking the questions. I just keep asking questions. Right? No, you're asking the questions. I don't know what, what you're, the answers that you're looking for or whatever. But, um, 'cause we've been a member, I guess the Middleburg Church. I've been going there off and on for eight, since I was eight, I guess. Mm-hmm <affirmative>. And like right now I'm off. I haven't even gone. But it's the same people that run it. And when I go back in there, it's just like, I was never not there. <laugh>, you know, just walk right back in the, just 'cause I've been married there had our kids, Kristin there, like dad was buried there. Oh. Funeral. And, uh, so it's kind of big. And  
Speaker 1    00:42:40    The grandson's funeral was there, Deb,  
Speaker 3    00:42:43    But it's almost the same identical service when I was eight. 'cause the method is how it's a method. Right. And it's pretty much a method. So, um, sometimes it doesn't inspire you, you know? So I go out and get my energy somewhere else sometimes. And 'cause it's like, um, uh, writing about people, whatever, it touches them somehow. And, 'cause sometimes it's difficult when you write about people like Mrs. Grant, her son had just died, you know, now you're in a bad spot. 'cause he's, his funeral hasn't even happened yet. So now you're writing the story. And now her son's in it. So you know, her daughter's reading it. Her daughter-in-law, probably her grandkids. 'cause they're older, so now you gotta write it. Whoa. You know? So, and they've written some that, uh, um, about they're spouses that had just died. So now it's, you know, still the same. So,  
Speaker 1    00:43:49    And you put them on Facebook. That's how you share them. Mm-hmm  
Speaker 3    00:43:51    <affirmative>. And, um,  
Speaker 1    00:43:53    And when did you start doing that?  
Speaker 3    00:43:56    Um, probably about three years ago. Four years ago. I, we were started doing this house, redoing this house. It was 2015. And I just started taking pictures and people just liked them. I don't know why, but they just liked it. But then my father passed away and while I was working, I took a picture of her once and just whatever, I don't know what it was, but everybody liked it. I was like, huh, what's that? So I got her a hard hat. I don't know where it is. Yeah. And so I made it look like she helped, was helping us <laugh>. You know? I know. I saw that picture. Like she was driving the truck or Yeah. Whatever. And, uh, so just every time you get the hat and take a <laugh>, so, so it kind of grew. And then I wrote, the first store I wrote about it was the girl that worked in Cindy worked in the, um, millwork.  
Speaker 3    00:44:50    Mm-hmm <affirmative>. Because after all that negative was coming out in the Middleburg Uncensored, um, I figured she would be about the best person to expose that. There are people that have been here, that are still here. Mm-hmm <affirmative>. That are still the exact same as they were when you first met 'em 30 years ago. Right. You know, she hasn't changed. You know, I was in there today buying stuff. Me too. And, um, and because I went, I go, I usually just go right there. I don't even mess with anybody else. I said, I need the best, whatever it is to do this. And she, and we looked around the store for a while. She always does. And we found it, you know, so, and it did work. So, um, so we started with her and everybody liked it. I was like, huh. So then we were coming outta the Safeway and, um, Wiley, Helen Wiley, she was there.  
Speaker 3    00:45:51    So she started talking. And so I said, huh, I'll try her. 'cause everybody likes Helen Wally. I did that one. Everybody liked it. So I just, it just took off. And I wanted to become a better writer. So, um, by doing it. And I, 'cause I hate to edit. 'cause you know how sometimes when you write, you're thinking in the head what you're said, but you wrote it different, you know, and, but you don't see that. So I don't always pick up the, hes, you know, plus I ride, I was riding just a, my phone just popping right on my no computer or nothing. So we did that for a while. And I had ridden actually, like for the Millbrook Life and around horse country, a bunch of other publications about the horse industry. 'cause I was in that for like 40 years. And what'd you do in the horse industry?  
Speaker 3    00:46:45    Um, I managed Blue Ridge Farm for a while. Um, broke horses. We trained horses. We've won about a hundred races out of that field out there. 'cause the neighbors let us use the, the field. And, um, I was racehorse consultant, worked in the Watergate for a couple years. It was crazy. Um, I was field director. So we, I managed the whole Breeders fund in the state. So truthfully, in that position, everybody had to come, come through me if he came to Virginia. Right. So I picked up business. They were, which way? 'cause they had stallions. We had the stallion at Blue Ridge that had the most mayors ever. And, uh, got to meet Paul Mellon. 'cause he was, the rugby was next, next door. Mm-hmm <affirmative>. Took me about three years to meet him. But he finally had won, uh, the Kentucky Derby. And I was right in front of the Democrat.  
Speaker 3    00:47:45    So I said, I'm gonna write a really good story about this and I'm gonna get, and sure enough, next week the secretary called me up. He's, he'll meet he this, he'll meet you. He, they gave me 10 minutes to meet him. I was, I was good with that. I stayed like four hours <laugh>. You know, we just talked and talked and, um, what'd you talk about? Well, everything, just about everything. It was kind of neat. And, um, but at the time I was working for Jim Wilson to help him get the racetrack in Northern Virginia. Mm-hmm <affirmative>. So the object was to get Mr. Mellon to say that Northern Virginia would be good to have a racetrack. Mm-hmm <affirmative>. And he goes, well I don't want hit in Northern Virginia. He goes, I wouldn't get anybody, you know, to work with. I said, man, are you crazy? I said, everybody wants to work here.  
Speaker 3    00:48:39    I said, you can build a racetrack right across the street and it's not gonna affect you at all. But, uh, you know, he said, but he apologized. He goes, you know, mark, I'm just not gonna tell you that, you know, but he was right. He, all the problems he said would happen in Virginia. 30 years later they were happened almost to the t like what it happened. He said, there's shortage of horses. Um, Virginia really probably not gonna sustain the horses. Um, uh, the racetrack was built in the wrong area and Colonial Downs, which is near Richmond. And um, but he just knew how people are, how they kind of fight about things. Mm-hmm <affirmative>. You know, you need this type of gambling casinos to make it go or whatever. And um, it was funny 'cause I was working for Jim Wilson. We formed a group here in this house.  
Speaker 3    00:49:40    It was Northern Virginians against Colonial Downs because we didn't want the racetrack down there. So we formed group Donna Rogers all over 'em. We they what, once a week they'd come here and meet. So I would, once they, the racetrack was selected in, in Virginia, I said, I'm not gonna meet anymore. 'cause now it's there. And I said, I'm gonna support it. 'cause that's, you know, that's all we have. So then I got hired as the executive director of the S Fund and the Horseman's relations, whatever. And then I got out of the horse business probably like 15 years later. And I didn't know the racetrack wasn't running. Um, 'cause they weren't fighting with the horsemen. The owner that I fought hired me. <laugh> given this great job Right. To fight the very people that I fought to keep him out <laugh>. And I told him it's 'cause I was like, this is the craziest thing ever. <laugh>. So for two years, I wasn't there quite two years. I worked with him to try. They, they couldn't work out whatever. Where  
Speaker 1    00:50:49    Did they wanna put the racetrack here?  
Speaker 3    00:50:51    He wanted to build in Prince William, Jim Wilson. And, uh, Joe De Francis wanted to build one. And um, I was probably near Lee birth out that way somewhere. And um, but it just didn't, it didn't take hold. But now they're getting casino gambling in Virginia. Everything. They're opening up what, five new casinos?  
Speaker 1    00:51:14    Yeah. Why couldn't they have a track both places if people were willing to run it?  
Speaker 3    00:51:18    Um, it became very political. And Jim Wilson wasn't very well liked. Do you know him? You know how he is. And I'll tell him right up straight. I said, you know what Mr. Wilson? I said, you used to break courses for him, have stallions for him. So I said, if anybody reminded me of Donald Trump, it's you, <laugh>. It's true. Think about it. You know how he is. He'd, he'd walk in a room and he didn't care if he was the only person that thought something. He didn't care. You know? And uh, 'cause when they were getting, doing the racetrack, uh, selections, colonial Downs was on there. He goes, colonial Downs is a great name. Colonial means I go to your country, take everything you have and take it out. But he was right because they hated the owner that I went to work for. And, but that's what he was, you know, he was just boom right in your face. But I admired that actually. Yeah. You get  
Speaker 1    00:52:20    A lot done that way.  
Speaker 3    00:52:21    Yeah. Yeah. Because he just fell and broke his hip. Yeah. I really on Facebook. And uh, but he was, and he was something. And uh, so we tried that for a while. It didn't work. I worked for the Graysons at Blue Ridge, um, farm. I did that for I guess a couple years. And, um, um, we did that. And then, um, I guess I had horses for the Firestones. I, we won a lot of races. Um, it was a lot of fun. But each year the horses stayed the same age. I got a year old, they used to break 'em and they used to break me. So I was, forget this. And um, so when I came back here and fixed this place up, first thing I knew was take down the boxes. I wanted to get rid of the horses. 'cause they're like beavers. One, they eat everything. Well, we're close to Route 50 and seven 13. And if it got out on the road and something happened, but it's just, it's uh, like I said, most of the people that I had worked with that passed away. So it takes all the fun out of it, you know, before you, it would be exciting, you know, but now it's like whatever. But, um, so  
Speaker 1    00:53:39    Who, who are the people that are, because there's still love racing around here and some training. There is some trainers.  
Speaker 3    00:53:47    Um, maybe 'cause I'm not in it and I'm not quite as aware of it. Mm-hmm <affirmative>. Now look at it as for what it is. 'cause this is Paul Mellon. 'cause he said, you know, mark, he said, my father and this never got into it. 'cause he told me, well, everybody knows one horse is faster than the other. <laugh>. He's right. You know. And it was funny 'cause we were looking at the pictures on his wall and, uh, all the paintings. I said, well, where are your horses? And, and then he had all these great artists and whatever. Oh. And uh, he, he just kind of mumbled something. Then he remember he brought this book and gave me one with Silver Spoon. And then he goes, and my niece naive bet she was, she asked me where my horses were. <laugh>, same thing. I asked him. <laugh>. But, uh, anyway, anyway, it's um, but life is, um,  
Speaker 1    00:54:44    So there were a lot more horse farms? Bigger.  
Speaker 3    00:54:47    Oh yeah. Oh, back then I broke horses all day. I just drive all day from farm to farm to farm. Now you've gone from horse farms to vineyards. You know, that's a new space. They're not gonna build a horse farm. This is gonna build horse farm. You know, it's, it just not gonna happen. But before, like my father had horses, guy across the street had horses and bring good Charlestown, whatever and raced their horses and have fun. But it, it's kind of, you know, just whatever reason. One you had a hotter time finding help. 'cause it's kind of a dying trait. Mm-hmm <affirmative>. To a certain extent. Mm-hmm <affirmative>. And that's another reason I write. 'cause it used to have, it used to have professional grooms and I hate to say black guys, but they were black guys. But they loved it, you know? Mm-hmm <affirmative>. And they were really good at it.  
Speaker 3    00:55:42    And it was kind of neat 'cause I walked into that world and they always respected you for whatever reason. Mm-hmm <affirmative>. I don't know why. And um, 'cause I've written about it. Quite a few of 'em. Right. And uh, read the paper. Bush ride At Bush Ride. Yeah. He died, passed away. He was at Green once he Mm. Yeah. He actually helped build Safeway. I, I've interviewed him and I found that out. I had no idea he helped build, 'cause he was in old law, you know, the horse business. He was kind of trying to get out of it. Mm-hmm <affirmative>. So he was helping build. But then after that he was like, he got back into it. He couldn't, couldn't take it anymore. So he got back through the horses and um, you know, so you find out things like that. And um,  
Speaker 1    00:56:25    Did it get more expensive? Is that why people have stopped? Um,  
Speaker 0    00:56:32    Well yeah I guess everything has.  
Speaker 3    00:56:34    Yeah, everything has. But yeah,  
Speaker 0    00:56:36    I mean debts have probably gone up. Barriers probably. Everything has gotten more  
Speaker 3    00:56:41    Expensive. Well it's like Charlestown, do you ever go to Charlestown? Mm-hmm <affirmative> to the horses or the casinos? Oh  
Speaker 1    00:56:48    To the horses.  
Speaker 3    00:56:49    Yeah. But you know how you get lost in the casinos trying to get to the horses.  
Speaker 1    00:56:54    I don't think I've been there since the casino was built.  
Speaker 3    00:56:57    You haven't been there in a while. Mm-hmm. That's what the point. That's your point. It used to be fun to go up there, you know, I don't know why. It just seems like it was so much fun. Now it's not. It just, you know mm-hmm <affirmative>. To me it's not, you know, 'cause it's not about, you don't know who was up there, whatever. But used to be mom and pops, you know, everybody was competing against everybody. Right. So, and the point points, um, that takes even more money probably. 'cause you're not running for money is a problem, you know? Mm-hmm <affirmative>. So, and we had started a series of races, um, um, to give Virginia breads money and they've kept that program going, which was important because the one thing, um, that's hurt Virginia racing, it's like Maryland. They almost raced year round. Virginia raced two weeks.  
Speaker 3    00:57:56    Mm-hmm <affirmative>. But the idea was what we were trying to create was that if you gave away money at the point points, hunt meets and then you had different meets during the year at Colonial, if a person had opportunity to run year round, regardless of if they're running every day, because a horse can only run so often anyway. Right. Um, you could create more opportunities for them to make money. And, and we also wanted to make a sport. 'cause in Virginia what we used to do here, as soon as it got cold and turn horses up 'cause ground was frozen. 'cause we would train out in the field and you wait till February 15th and you'd start 'em back in training again and you'd go with it. And that way if Virginia, let's say your first meet was in March and then your last was like in November mm-hmm <affirmative>. Then you would have that break, you know, and then you would turn it back to a support. So we, that's the concept we were trying, but it didn't really take off. But um, they're doing it now. They're kind of doing that. Yeah. It  
Speaker 1    00:59:04    Was a new group that's,  
Speaker 3    00:59:05    Well, I mean Virginia racing, but I used to be with that group and they had to find 'em. Like I had to go out and get sponsors to get money to run at the point to points stuff. I literally went out and got it 'cause they weren't gonna give it up. And then it started working. 'cause Keith put up 20 grand remember? And, and we were, we had a committee, committee of three me, Keith early, and, um, Willow Keith the announcer. Mm-hmm <affirmative>. So he had a lot of pull with things and then we got it going. So they kept going. And um, and then we had a, a race member of the race that we created with Donna Hayes with the Blue and Gray Stakes. It was between Virginia and West Virginia. And, um, we and John Warner, we got him. We went down there and Senator by, and they made a bet.  
Speaker 3    00:59:57    Um, I don't believe that, apples or whatever else. And, um, 'cause Mr. Warn used to live right here. Right. And, um, so we got that going. And Frank, um, strong, he owns Maryland racing, a lot of racing. Now he's horse was in that first race, but he scratched 'cause he got sick with her. But then he went on and did a mar, uh, sunshine Million. And they didn't even told us that it was between Florida and California. So I wonder where he got that out. He never mentioned that. <laugh>. Right. Uh, so it took off. And, uh, so, but it was good 'cause it worked, it didn't last that long there. And, and then the Breeder Cup even tried to start a competition between Straights, but it never really took off. But it was, it was fun. So we always tried to come up with different ideas and make it fun, you know, for people. Competition.  
Speaker 1    01:00:57    So it seems now that the trainers that I know, at least, they, they have not as many of their own horses, but they have clients', horses and people that are paying for those horses. And those people don't have the horses on their property. They're all with the trainer all the time. Uh, is that a different model than you seem to be talking about people who had horses on farms all up and down the road that you go back and forth to?  
Speaker 3    01:01:24    It's a bit different. And, um, I mean, there's still farms out there. Not as many, but one, those people have passed away or they've gotten too old to do the horses. And even like Paul Mellon, who took, who came in behind him, nobody. Mm-hmm <affirmative>. Mrs. Randolph, she does have, uh, somebody that came in Her, Bonnie. Bonnie, yeah. And, uh, so Shelby Bonnie, yeah. But he was not into it like she was mm-hmm <affirmative>. I mean, Ann McLeod, nobody came in behind him. So it all disappeared, you know, 'cause the younger generation either was too much money, but it's also a lot of work. And what  
Speaker 1    01:02:04    About Newstead? Is that  
Speaker 3    01:02:06    It's for sale?  
Speaker 1    01:02:07    No, it's old I think.  
Speaker 3    01:02:08    Oh, did so. Yeah.  
Speaker 1    01:02:09    But I don't know if they're doing what they're gonna do.  
Speaker 3    01:02:12    Um, they're older now. The daughter, she was big time rider. Mm-hmm <affirmative>. So, um, but, and that's just because Buck was there forever. The, the black guy, um, I don't even know his real name. Um, I wrote a story about him 'cause he was, he took care of Genuine Risk and I knew him and we worked together for a long time. What is his real name? I always call him Buck. So I don't know his name. But anyway, he would, um, he would be always talking to Genuine Risk. 'cause she was smart horse in his life. She's understanding. And always people would be coming to visit genuine risk. 'cause she wanted to and he's in there talking. Right. And they'd come around here and they're looking. He said they thought I was crazy 'cause they were in there looking. Who were you talking to? You know, but he was talking to them. Fred. Not, not Fred. That, uh, oh. Buck that gone.  
Speaker 0    01:03:09    He could  
Speaker 3    01:03:10    Bad name. Yeah. No, I never knew his name. Just like Frog. Everybody has, yeah. You know, when you, we used, because I started working at the training center when I was about 18. Everybody had Turkey, frog, punty, weasel, everybody had, you know, because either they had the same name or whatever. But that's the way it was back then. And, uh, um, but they had come up, they had worked there forever. They had made the transition from the riders to the grooms 'cause of your age. Mm-hmm <affirmative>. And you have to slow down. But you had people there like Jim Wally, Louis Wiley, Paul Fout, Barbara Graham, Mrs. Waters, um, a few others. But they always hired the people and they always, and they stayed with those trainers for like, ever mm-hmm <affirmative>. Like 40, 50 years. And that's, you could go around. When I was at Blue Ridge when I started working there, everybody had been there like 50 years.  
Speaker 3    01:04:17    I was like, how am I supposed to be a farm manager? Good gosh. You know? And uh, but that's the way it used to be. People would stay forever. That didn't happen anymore. I mean, you can go around the farms, look for it. I don't think you're gonna find it. Why do you think that is? Because the people love the way of life. And there were some good farms that you got into a good spot. But there were also bad farms. And I, I personally think that the kids saw what happened to the parents or father or whatever, and they just, you know, I'm not gonna do this. And it started, and it's a hard business to make money. You know, you, it's like when, uh, we laugh about it when people talk about retiring, retiring, I was in the horse business, <laugh>, there's no such thing as retiring.  
Speaker 3    01:05:10    You know, because it's not real. It's not, um, it's not a real business. It's a dream. You dream that you have the fastest horse. And, uh, Randy s he break horses for him. And, uh, he said, you know, mark, he said, I can go to Kentucky. Anything y we I want to and buy a horse for 500,000. He said, oh, it's worth 500,000. Might be worth a thousand. And he was right. You know, because you can't put a value on a horse until you raise it, you know, gelding or a stu. And um, and so it's, you can put so much effort into a horse and nothing, you know, it's a gamble. It's what it's, and 'cause they said the, you, I know you've heard the story that way to make a million dollars in the horse business, it's the start with 10 <laugh>. And it's true.  
Speaker 3    01:06:12    It's that and what you were saying about the trainers, now they have other people's horses, right? So somebody has to make money. Right. It doesn't necessarily mean the person that owns the horse, somebody's making money. And because we used to own a lot of horses too. And whenever he won a race, everybody and his brother had its hand out. You know, they were expecting something, you know, some kind of tip or whatever. Right? So, and I always told people, when you get in the horse business, I said, if you see a horse one 350,000, I said, you are gonna learn it's horse math. What mean? I said, well, you gotta get 10% to this one, 10% to this one. This, that <laugh>, I said that 350,000, it's probably 50,000. You know? And for a horse to win 350,000 is a lot. You know, so not that many make it out.  
Speaker 3    01:07:11    That, so it, it's uh, did you start young working with horses? Yeah, we had 'em when, when we came here, tomboy Brooks. That's the reason I wrote the story about the Brooks person in Uphill. 'cause Tomboy Brooks was his brother, uh, his uncle rather. And he had an old, uh, race horse Roo. He never won, but it was there. And then I went, his brother Tramp worked for Mrs. Um, uh, McLeod. And he would come to the store every day and he'd, Sam, I gotta tell you about this really good horse. And every day he'd sell him this horse. Right? Finally, my father said, he took the bait, poof. He's up there, right? And I went with him, the horse named Barney Google. No kidding. Literally had to kick him to get him up off the ground. <laugh>. And uh, so we tried a trainer and for one year the horse would go to the front every time and he would stop, you know, he just wouldn't win. So the next year dad's side, he's gonna train himself. So I was the rider and we trained at <inaudible> on that little track and tramp. He got me into the business. 'cause when I went up with my father to look at the horse, he saw I was the right size. So he got me up there breaking horses. So that's how I got kind of started. And uh, and his father, I had kind of worked with him a little bit too. So we get the horse. So your dad,  
Speaker 1    01:08:47    Your dad buys horses, come people come in. The story, here's  
Speaker 3    01:08:52    About, well this one, this one. So the next year, um, we were training every time we would work it. That means you'd go the fastest the horse can. I loved it. 'cause I wanted to be a jock ride. So I'm like, man, I'm just making that horse run. So I'm in at a baseball game in high school and I couldn't go to the races. When he first ran, he, he won. And so they get home and I, I was asleep. My cousin wakes me up and said he won and he paid $98. And I was like, huh. And then I got thinking, huh, now I $8, where's my money? I had like three or 4,000 bucks. 'cause I had bet on the horse. And uh, so that's how it started. Our first horse won that. We actually trained and uh, we got pictures all over the walls.  
Speaker 3    01:09:43    And we, I had one horse that first horse won in New York. Um, was named after my daughter and junior little, who's now in Kentucky. He used to manage, um, Newstead. And I dated his daughter when he went there. He had two favorites in the Kentucky Derby that didn't win. But anyway, so I went down there and stayed with him for like four days. And he goes, you know, mark, he says, I think you've been kinda lucky with horses. I'm gonna give you a horse. I, he said, I bet you don't know which one it is. I said, I bet I do. I said, it was that real ugly horse that I couldn't believe you had on this farm. He said, that's right. I said, but your ugliest horse is better than most people. And so we put her in training and we ran in the first time in New York.  
Speaker 3    01:10:34    And I had sent her to the leading trainer in America 'cause she was doing pretty good. And it was right after nine 11. And that name was Kailyn Rose Dean after my daughter. So we flew up to watch her, but she was the favorite. And then it used to be in the New York Post. So they had charts of like about seven handicappers. And she was in black type all the way across, you know, her name and the New York posts and we're flying up. It was pretty cool. So we get there, the horse break's dead last. I mean, I'm like, I'm looking, where is she? And then I look back and there she is. I'm like, man, I'm kicking. I, so we're sitting there and all of a sudden going into turn, she starts running. I was like, whoa. And so she circles the field and because she did that, the announcer is like, you know, he's like enthused with this horse and she wins.  
Speaker 3    01:11:34    So that race, uh, the two days, my daughter was up there. 'cause my father-in-law used to live up there. My daughter, I said, your name was blasted all over New York. And then your voice, your name was blasted. 'cause they had their racing ship. Right. And uh, so it was pretty cool. And then, um, because I had named another one off after my other daughter, she didn't do quite as well, but, um, I had run her, entered her to run at Foxfield races. My daughter was going to JMU. And so she, her, they were down there. The whole school was there for some party or whatever. So I entered in there. So her name would be in the program. 'cause that was the name of the horse. And I put her roommate down as the owner and her boyfriend is the trainer <laugh>. So it was cool.  
Speaker 3    01:12:28    And then we named one after my son. And he was leading horse in, in Maryland for a while. In fact, my son, we, I let him run one of the horses, if you help me. Um, the horse was 13 and my son was 12. So I said, this is like one of the first times <laugh> the horses actually owned or older. And it was, they had had a big write up in the Richmond Times or whatever. And uh, that was pretty good. But we named the horse that white, John, Michael, little Sammy, all of 'em. We named a lot of family people or whatever that have gone on and done really well. So that was, that was a lot of fun. So we've had  
Speaker 1    01:13:10    Where did the people, uh, live that worked in the farms  
Speaker 3    01:13:14    Around here on the farms.  
Speaker 1    01:13:17    Yeah. And that's probably changed too. People don't,  
Speaker 3    01:13:19    I think so have, I think now they hire crews to come in and take care of the farm  
Speaker 1    01:13:24    Landscape and Yeah. Yeah. As opposed to having people Right. On staff.  
Speaker 3    01:13:30    Yeah. There's, um, I don't even what farms like that anymore. You know? That's a big change. The biggest change. And um, that's kind of like that dog. I'd say it once that dog is here, that's a responsibility to have that dog. And it's kind of like when be people move on there off to a farm, it might be a responsibility. Now you got the, the people mm-hmm <affirmative>. But at the same time, for the person living on the farm, it's like you're only call 24 7 'cause you're on the farm. Right. You know, I would never do that. So, and um,  
Speaker 1    01:14:11    So that's why you're saying that their kids see that and they don't want to do that.  
Speaker 3    01:14:15    Well, and then if they get hurt or some, some farms, right. If they got hurt or sick, what, what do we need you for? You know? Right. So, um, they saw that and they, some farms the pay wasn't that great. Um, but you had some farms, like I said, people stayed there for 50 years. Right. You know, so you just had, in fact, when I broke horses, if I went to a place and Oh yeah, I've been here for a year. I was like, oh, you know, but if you went there and everybody's been there forever, you know, that was the place to be. Right. You know, to work. And the horses were better, everything. And some people just couldn't keep people, you know. So it was, um, uh,  
Speaker 1    01:15:02    Were there as many people that had come in from out outside? Or was it more generational landowners?  
Speaker 3    01:15:08    Yeah, it was general. Oh, both, um, both people that were here and the people that owned the farms. They had been here for a long time. Mm-hmm <affirmative>. So it was, and you didn't know the difference when you walked on the farms, a lot of times you didn't know who was who, the worker or the, you know, the person that owned it and they didn't care. And that's, um, how do you put that, uh, kind of the way Middleburg used to be. They didn't care. It's changed wee bit now. You know what I mean? It's like Middleburg is this, and I'm this and Middleburg is middleburg. It's, it's like Marshall Marshall has come up big time, you know? 'cause we have a Marshall address. And for a while I, I wanted Middleburg address, you know, 'cause it's property value, whatever. Now I'm, I'm fine with Marshall.  
Speaker 3    01:16:04    You know, 'cause it's, it's come along ways, you know, in fact, in some ways it's maybe even past middle group, you know? So, and um, I took a picture of this house and snow once and it was the, I get like 500 likes, I don't know. And I was like, well, but 'cause people have been kind of after me to put the stories that I've written into a book. You know, it's not really the reason that I've written them. And it would be a lot of work to do it. And, uh, so I had some ladies, she wanted to be the editor or whatever. I said, I sent her all the stories and it would, she's like, wow. I didn't know it was that many stories. But, um, if it ever did, I thought the picture of the house would've been good for the cover of the book book. 'cause it's in the center of it all.  
Speaker 1    01:16:58    Well, it's the crossroads. Yeah. It really is. Everybody goes by, everybody knows this house. Yeah.  
Speaker 3    01:17:04    So it's, I, but it's the center, you know, and this is where I've been, this is where I've been lucky. Because in my life, if I sit, it always comes here. You know, everybody loves this area. Just like you. You can't, you know, just like how many people come here, you know, they just come now I've gone from doing horses, now I'm helping, uh, fix up houses and things in realtor as well. But, um, because it's like fixing up houses, it's helped me as a realtor because when I was in the horse business, you always, I always wanted to know everything about the horse that I could. Same with in real estate. I walk in the house, I wanted to kind of have an idea, what are you trying to hide? Same with horses to a certain, and it is, it is true. You know, you're like, huh.  
Speaker 3    01:17:54    So it's in fact the horse trainers, they talk about people being crooks. Mm-hmm <affirmative>. So I would always tell people I was a horse farmer. Try to, you know, then again, then I got into the, uh, became a personal trainer. And, but the gyms are like, oh, they're like crooks. You know, I'm thinking y'all have been talking about horse people. Then I got into something else after, and then I'm became a realtor. And then there's so many regulations. I'm like, y'all are even worse than the horse people too. I was like, good gosh. You know, it's, uh, uh, the horse people were given a bad name, you know, but that didn't really deserve, you know, so, um, 'cause it was even Mary Poppins, um, that show comes on the movie. Do you think I would be at the race track? You know, but it, it's cultural right. Type of things. And people, it just sticks with 'em. And in a lot of movies, what's happening at the race track some illegal, right? So it just sticks. So not everybody is that one that way. I mean, it's unfortunate. Horse racing is supported by gambling. That's the only thing I didn't like about it. Mm-hmm <affirmative>. You know, and, uh, that's the only way it's gonna be supported, you know. So, but um,  
Speaker 1    01:19:17    Has the, have the casinos brought a different element of, of, uh, audience into the racetrack?  
Speaker 3    01:19:24    Um, I think so. I, I, I, um, it kind of took the fun out of it for me. For whatever reason. It just, you get a trial stand out. It's, it's just, it's a business. It's all it is is a business. Mm-hmm <affirmative>. And it's not the fun to me. You know, it was not the fun that you had. And, um, I  
Speaker 1    01:19:46    Think that's the way a lot of things right. People think they have to make too much money. Right?  
