People LS,STOKES,STOKES
Title   Interviewed 1/24/20<br>by Lydia Strohl <>
Speaker 0    00:39:27    Knew. So when Tommy was growing up, Uhhuh, <affirmative>,  
Speaker 1    00:39:29    Because, you know, they were all away at school, and so Polly would Yeah. But her, her dogs were very special to her. Mm-hmm <affirmative>. Mm-hmm <affirmative>. And she did, they did. They looked like a fox. And she did too. <laugh>. Gosh. She was special. So  
Speaker 0    00:39:48    Now, did she, um, when she came over to live at Air Shire,  
Speaker 1    00:39:54    She was sick.  
Speaker 0    00:39:55    She was  
Speaker 1    00:39:56    Mm-hmm <affirmative>.  
Speaker 0    00:39:57    But she wanted,  
Speaker 1    00:39:58    And she and Fritz, our third husband, had divorced. And so she moved into one end of the big house. And, um, I took care of her.  
Speaker 0    00:40:13    That must've been nice for her to come closer.  
Speaker 1    00:40:15    Yeah. I think. I think so, but yes. Um, but it wasn't exactly the way she thought it was gonna be because the children were older in a way. Some married, some, you know, it wasn't exactly like the way she'd grown up at mm-hmm <affirmative>. Asure. And she was sick. She had cancer. Mm-hmm <affirmative>. But when my children were there, they, they and Helen's children, girls, they were always upstairs and seeing, you know, going through albums and things with her and all that. So it wasn't, it wasn't loneliness. Right. It was just not quite the way she figured it.  
Speaker 0    00:40:59    Right. Because she wasn't as mobile as she wanted to be. Right. But she was there with all of you. Yes. Which must have been a Yes. Wonderful.  
Speaker 1    00:41:07    Yeah. I was  
Speaker 0    00:41:08    Way to spend a year  
Speaker 1    00:41:09    Mm-hmm <affirmative>.  
Speaker 0    00:41:10    Mm-hmm <affirmative>. When did you, um, you built this house?  
Speaker 1    00:41:15    Yes. Tommy owned this piece of property. And, um, it joins Air Shere. Mm-hmm <affirmative>. But he owned this himself. Um, and we started planning the building, the children, and Tommy and I would cut out pictures out of magazines of rooms and driveways and all that sort of thing. And we found this spot without taking down trees. And he and I, um, went to Clare's graduation in Mobile. Can't remember which year, but when we came back, it was probably in 95. I, we knew the cancer was coming back. And he and I would come every day and clean these woods up, take the IV off the trees, and he'd pick up the limbs or cut off small limbs. And he worked it until we built that little cottage over there. Mm-hmm <affirmative>. That was his office. He never got to see this house, but it has his mark on it. <affirmative>, because he had pictures of way that he planned things.  
Speaker 0    00:42:29    Right. Stormy still does that. Yes. She's a big planner. Mm-hmm <affirmative>. Earmarks books. And  
Speaker 1    00:42:35    I know, I  
Speaker 0    00:42:36    Know. Shares her files with people  
Speaker 1    00:42:37    And That's true. And, uh, Tommy always promised me that because of my, we had a car accident before we were married, and my ankle is really bad, and, uh, so I can't walk as well and climb stairs. So he always promised that in this house, we would have a room right off the kitchen, and I wouldn't have to go up and down the stairs or down the halls and all that. And what he didn't figure out was, I can hear everything that goes on and is said in this room, <laugh>. He never had one thing he could get away with. He never figured it out that I, you know, I was seventh of listening  
Speaker 0    00:43:18    <laugh>.  
Speaker 1    00:43:20    So, um, you knew  
Speaker 0    00:43:21    Everything that was  
Speaker 1    00:43:22    Going on. I know everything that's going on. <laugh>.  
Speaker 0    00:43:25    So the kids didn't live in this house either?  
Speaker 1    00:43:28    No.  
Speaker 0    00:43:28    Mm-hmm. It was  
Speaker 1    00:43:30    No yours. When Tommy got sick, and we sold Aer when he was the sickest, I rented Mrs. Demi's house in Middleburg. Mm-hmm <affirmative>. Uh, for us to, and the children were, Clayburn was the still in school his last year. Stormy was in New York, and Billy was traveling a lot. He was in Germany a lot. Mm-hmm <affirmative>. Of business. So, um, they would just come and visit it. Right. But that's where Tommy and I lived for the last year. Mm-hmm  
Speaker 0    00:44:04    <affirmative>. And when you say he owned this property, was Asure was separate. That was a family operation?  
Speaker 1    00:44:11    That was a family. Uhhuh <affirmative>. It was a family. It came from Aunt Helen to Tommy's mother. Mm-hmm <affirmative>. And then when she died, came to Tommy. And, um, it was just a matter of the different stocks. They just issued it. Right. They bought each other out, like families do.  
Speaker 0    00:44:30    Right. Yes, of course.  
Speaker 1    00:44:32    So he ended up owning the, the whole thing and all the debt. That's what that killed us, was the debt.  
Speaker 0    00:44:40    Right. And was that because of the, the cattle business changed, or the land?  
Speaker 1    00:44:46    A lot of it was that, um, um, the price of land is taxes. Uh, I could, I just watched the taxes going up, up, up, and Yes. With cattle prices going down, down, down. Right. And we couldn't, we couldn't balance it out. <affirmative>. And we weren't the only ones.  
Speaker 0    00:45:11    I was just gonna say, that must have changed the way of life around here quite a bit. Mm-hmm <affirmative>. Yes. When did the taxes, when did they start moving the taxes?  
Speaker 1    00:45:22    Well, I'm trying to think. When Polly died. Um, I said to to, if I could remember when she died, and Helen died in 81, and Polly died in, I can't remember, but I, one thing I remember saying to Tommy, we were sitting out on the porch after his mother died. And I said, don't you just love re And he said, I can't afford to, I'm the one that's gonna lose it. And that was true. And it was due to the way life was changing the cost of things. Mm-hmm <affirmative>. Um, yes. The cattle business, uh, was not very lucrative at the time. People were getting into horses and stock por portfolios and things like that. Right,  
Speaker 0    00:46:20    Right.  
Speaker 1    00:46:21    And we were sticking to the way of life that we had known and, um, just didn't have the money to expand. Right.  
Speaker 0    00:46:31    Because you were making money from your operation, putting it back into your operation. Mm-hmm <affirmative>. And I think it seems to me a lot of people that came out and bought big places had money already. Right. They were mm-hmm <affirmative>. Investing resources they already had. That's right. As opposed to counting on the property to, um, continue itself. That's  
Speaker 1    00:46:55    Right. That's right. Mm-hmm <affirmative>. And the old, old Farms just read about another one in Kentucky. The old, old Farms had a hard time adapting mm-hmm <affirmative>. To, um, it's a new way of making the ends meet. Right. Um, if that makes sense. I mean, it, it was a learning situation that, that the older generation couldn't learn. They just couldn't adapt. Right.  
Speaker 0    00:47:28    You mean they had to do more things.  
Speaker 1    00:47:30    You have to do more things, invest, investing. Right. Some of your livelihood, taking a gamble, taking a chance, sell off a piece Right. Before the easements went in, you know, sell off a piece of property, they didn't want to give up anything. Mm-hmm <affirmative>. They just couldn't adapt. It's easy the older. The older. Right.  
Speaker 0    00:47:51    But SRE was never carved up like that?  
Speaker 1    00:47:54    No, no. Uh, it was looked at to build a golf course and put houses around it and all that. And we just, all just, you know, it was proposed to us Right. To save it. And it just, we couldn't, we couldn't stand the thought of it. Mm-hmm <affirmative>. So we didn't adapt. And the, my sons really worked for it because they were progressive and Billy was in DC and he felt very strongly that we should try it and save the rest of the farm. But we just couldn't, we weren't able to figure out how to Right. Do it.  
Speaker 0    00:48:38    Was it something that either of you wanted to do even  
Speaker 1    00:48:41    No, Tommy and I really didn't mm-hmm <affirmative>. But it's just comes down to the matter of hate change. You know, you know, you don't have to, but you just hate doing. So you put it off and you put it off, and pretty soon you dug your hole deeper. Right. That's what happened. It was just the way of the times.  
Speaker 0    00:49:05    Was Upperville mostly big farms when you first came?  
Speaker 1    00:49:10    Pretty much. So.  
Speaker 0    00:49:11    And how, how, how has it changed? Um, are there less big farms now? Have there been more?  
Speaker 1    00:49:20    I think there, well, once Melons went and Newstead, um,  
Speaker 0    00:49:29    Is Asure still intact?  
Speaker 1    00:49:31    Re's still intact. Um, but there, I think there's seven farms around me that are for sale. Car, OME, Claremont, stead, stone. Um,  
Speaker 0    00:49:45    Are they keeping Sted intact?  
Speaker 1    00:49:48    I'm not sure. I'm not sure.  
Speaker 0    00:49:51    Now. A lot of times now they have to do that because of easement. Was Asure put into easement. We  
Speaker 1    00:49:56    Put it in, we were one of the first to put into agricultural easement. And, um, that was just keeping it in at, we were one of the first to do that. We never went on beyond that, which we have done now with all this. Mm-hmm <affirmative>. This whole block upperville in this, this corner is protected. Um, the Walford's did it. We did it. Um, my neighbor's done it. Green Garden where Stormy lifts, that's Jay did it. Right. That was really concentrated and, um, planned to save the, the land. Whereas when we did it with Asure, that was just a, a sort of a thought process that it was not developed. But we, we put it in agricultural easement. The  
Speaker 0    00:50:47    Agricultural easement allows you to have a, a special tax rate,  
Speaker 1    00:50:52    Land use. You have to, for land use. To use land use. Mm-hmm <affirmative>. And I've always been in land use. Um, it was mainly to stay in the agricultural, um, block. And we, you could get the other farms around us to join us. Mm-hmm <affirmative>. We could have been a solid block, but we, they were suspicious of it. Right. Why the farms were suspicious of it. Well, I just think that, um, it meant government stepping in, maybe mm-hmm <affirmative>. I don't know. I don't know. That might not be right. Lydia, uh, Tommy didn't have any, never even said anything about government bothering him, being involved. He just Right. Felt that he do what he could to save the farm for the children, uh, for the next generation. But I think other people maybe were a little more astute. Right. Um, more understood where the government was going and they were suspicious of it. Mm-hmm <affirmative>. Tommy was not a suspicious man.  
Speaker 2    00:52:05    <laugh>,  
Speaker 1    00:52:06    He worked hard. Even though he was sick, he worked hard. We kept our fences up. I mowed uc five days. Yeah. Uh, a week on, on air shirt. It looked lovely. But the house, the buildings were falling down.  
Speaker 2    00:52:24    Mm-hmm <affirmative>. It's  
Speaker 1    00:52:25    A lot of upkeep. You know, the porches were falling off and  
Speaker 0    00:52:28    It's a lot of upkeep.  
Speaker 1    00:52:29    Yeah. It really was. But the, the land, we kept the land clean and as neat as we could.  
Speaker 0    00:52:38    What did you mow on the John Deere?  
Speaker 1    00:52:40    I had a John Deere. Mm-hmm <affirmative>. And, uh, sometimes I'd and Tommy had a John Deere and sometimes he would sort of walk around and mope a little bit and I'd say, go get on your tractor. Don't go in your office. Get outta your tractor. And he'd get on that tractor. And it was just like night and day, you know?  
Speaker 0    00:53:01    'cause the land was mm-hmm  
Speaker 1    00:53:03    <affirmative>. The land was very important. Mm-hmm <affirmative>. To us both. So I'm glad it's still intact, but I've not been back.  
Speaker 0    00:53:11    Yeah.  
Speaker 1    00:53:13    Not been back.  
Speaker 0    00:53:14    Well, sometimes that's better to remember things.  
Speaker 1    00:53:17    But, you know, I love coming home. I love coming home to asu. I've said many times, either it didn't matter whether it was from the grocery store or from New Mexico. I love that drive coming back and taking this road into Air  
Speaker 0    00:53:33    Center. That's how I feel about going to my house. And it's something about the mountains, the cradle of the mountains that you see  
Speaker 1    00:53:41    That might be mm-hmm  
Speaker 0    00:53:43    <affirmative>. It's open, but it's protected and just so beautiful.  
Speaker 1    00:53:48    It is. And I've lately been doing some different doctor's appointments and just locally in down route, 50th Stone Springs Hospital, Ville. Oh. Round Hill's changing all those houses going in. But as soon as you break out of that and you get closer to this road mm-hmm <affirmative>. You know, it opens up and you just feel like you can breathe. Right.  
Speaker 0    00:54:15    Is this, uh, Faki County or Loudoun County? Loudoun  
Speaker 1    00:54:18    Loud. Right. Third of Mile and, uh, lamb.  
Speaker 0    00:54:21    Yeah. I think we, when we lived in Willville Road, we were the, like the last, we got never any service. Never any plowing. Right. Electric. That's why go out and be out for weeks.  
Speaker 1    00:54:34    That's why you were cross country skiing from the car to the groceries. Yeah. Yeah. They wouldn't go. You. Well, you can see my road, Gail Wofford calls all the time about that road. She can get them to at least answer the phone. Right. But I mean, they've got a hole down at their house. And then ours is just, we try to keep it cleared out. But they came and worked just a little bit on the Melville corner the other day, period. Right. That's 'cause the police cars stopped there. <laugh>,  
Speaker 0    00:55:07    They're not doing a very good job at taking care of the dirt roads. Yeah. They're  
Speaker 1    00:55:10    Not. And you know, a number of years ago we went to fight, uh, the state about re tearing down these bridges and widening them. These bridges were put in Civil War bridges. Yeah. And General Buchanan built the last one down there. And we won. Stopped them. And then they stopped coming to do the roads. And we figured that it was a trade off with them. They won't let us do, we have money to do the bridges and we wouldn't let 'em do it. So they just took the money and went somewhere else and they didn't, they're paying back, pay back <laugh>.  
Speaker 0    00:55:51    Well, at least no one's speeding on your road. <laugh>. Well,  
Speaker 1    00:55:53    This is true. They speed right to that corner there. But they don't do it here.  
Speaker 0    00:55:58    Right. You don't as many tourists. I mean Well, that's  
Speaker 1    00:56:01    True. And Tommy used to say all the time, I don't want it paved. I don't want it cleaned up. 'cause they bring their trash from Winchester and throw their McDonald trash out of the road. If, if they do that, don't, don't clean up the roads. We don't want 'em coming on the roads. Mm-hmm <affirmative>. And he was Right. You know, we used to clean the road all the time. The Pave Road on Air Search Road, and that was trash. Right. But we don't have trash as much. All of us pick it up. You drive it along and you see it, you know, you pick up a, um, can or something, but it's not like it is on a highway. Mm-hmm <affirmative>.  
Speaker 0    00:56:43    Had the cattle business, I I imagine has changed quite a bit too.  
Speaker 1    00:56:46    It has. And in New Mexico it's really, um, interesting because it bothers me in many ways. I'm the oldest stockholder on the thing, but I watched it. The oil and gas companies come in and it's unbelievable. We make more money selling the oil and gas people water for their fracking than we do on selling our cattle. And we have the land to sell to graze our cattle, and we do well with it. But the, the difference and the prices of oil and gas and the catalyst got like this,  
Speaker 0    00:57:24    Which is amazing because we really need cattle.  
Speaker 1    00:57:27    I know it, but it,  
Speaker 0    00:57:29    The cattle is coming from other places.  
Speaker 1    00:57:32    Well, the oil was coming from other places too. Mm-hmm <affirmative>. It's a matter of, uh, competition with the oil and gas. And of course I don't approve of the fracking, but it goes hand in hand. So I don't know.  
Speaker 0    00:57:44    Right. But I feel like there's gonna be more regulation on that.  
Speaker 1    00:57:47    There will be. There will be. But the, the government is so proud of the fact that it says we're the leading oil producers in the world. It's not so, but I won't get into that <laugh>. But, um, that is what they're driving for. Mm-hmm <affirmative>. So the cattle industry is over. Cattle industry's been way off for quite, it's been concerning us, but it's picking up a little bit. But one day soon on my ranch, my family ranch, um, there won't be land. There'll just more oil rigs. Um, more gas lines be more and more right there. There's so many wrecks on those roads now. These big trucks hit little trucks and Right. It's hard getting to the ranch drop turnoff, which is 60 miles from town.  
Speaker 0    00:58:45    And what town is it?  
Speaker 1    00:58:46    Carlsbad.  
Speaker 0    00:58:47    Carlsbad. So that's very southern Uhhuh  
Speaker 1    00:58:49    <affirmative>, New Mexico Southeastern part of, but the, I didn't mean to get off off on that, but it's, it's just a way of life that, you know, it depends on what you're the most interested in and what you can, uh, invest in. Right.  
Speaker 0    00:59:07    When do you think that it really started to change here? That became more difficult?  
Speaker 1    00:59:17    Um,  
Speaker 1    00:59:21    Tommy died in nine six. We started seeing it. We started seeing it, um, before Polly died. And a lot of that was, um, see they were, they were, Bristol Myers was their, their background with their money. And they sold off the, the people in DC sold off their stock thinking they'd make a bill killing and then buy back more. And it didn't work that way, which happens a lot. Mm-hmm <affirmative>. Um, that's what started changing for us. But people started selling off small pieces of land. Mm-hmm <affirmative>. Like this was owned by Car Toman long time ago. Right.  
Speaker 0    01:00:08    Oh, down  
Speaker 1    01:00:09    Here. And before, before the Thompsons did, owned it. And he sold this off, and that's how Tommy got it. Mm-hmm <affirmative>. You know, a little piece here and a little piece there. Didn't hurt the big farm. It just, you know, maybe cushion gave him a cushion. And then if you did it once and you do it another time. Right. And the next thing you know, you, you need to do it.  
Speaker 0    01:00:33    And how much property is this here?  
Speaker 1    01:00:36    This is 71 acres and Tommy sold 10. Mm-hmm <affirmative>. See, he, he'd already sold 10 off of this, which is right down at the bottom. But I own 71 acres and I'd lease it to Jerry Crenshaw with his cattle. And that's how I get my land use and get it cut in the right in the tax thing. But Loudoun County taxes, as you well know, are higher than er.  
Speaker 0    01:01:02    That's partly why we moved. Mm-hmm <affirmative>.  
Speaker 1    01:01:05    So I'm, I'm stuck with that. 'cause I'm in Loudoun. Mm-hmm <affirmative>.  
Speaker 0    01:01:10    Yeah. The line's funny here.  
Speaker 1    01:01:12    I know it, it's, yeah.  
Speaker 0    01:01:14    Kind of  
Speaker 1    01:01:15    Zigzag.  
Speaker 0    01:01:16    Not sure it would make sense if it was Route 50, but,  
Speaker 1    01:01:19    Nope. Oh, no. That would make too much sense. <laugh>. That would be too easy. Too easy.  
Speaker 0    01:01:27    When you would visit other people on their farms, would you, um, go back and forth on ponies and horses? And  
Speaker 1    01:01:35    I didn't, but, um, and my children weren't begging horses. Mm-hmm <affirmative>. But the children of the plats into buses rode to air on their horse ponies. Well, so did Virginia. So did their mothers, you know, they were, they were so funny that Virginia McCarty, she would ride over and Lucy Brown would come over. And when she was little, um, yeah. The, you know, it was just, and they had grown up as children coming in the summertime to Ahire, because the de Bus men were managers. Oh, I see. For the, the general years before. And Tommy took over the management from Mr. Hunter debuts. Mm-hmm <affirmative>. So you see the families were really pretty without being wedded to each other. Were intermingling. Right. In business.  
Speaker 0    01:02:28    Were there as many people that came out from DC for the, um, for the country living at the time?  
Speaker 1    01:02:36    No. No. Not that I remember. Uh, we didn't have weekenders.  
Speaker 0    01:02:45    Right.  
Speaker 1    01:02:46    Not, not, not that I remember at all.  
Speaker 0    01:02:49    Well, the Kennedys,  
Speaker 1    01:02:51    Well, of course that, that might've started at some, maybe that started at some, do you think, I mean,  
Speaker 0    01:02:57    That's an interesting, that's an interesting question because she, she came out 'cause she was used to the horses mm-hmm <affirmative>. And wanted to have that experience for herself and her children. Right. Right. Did you know them?  
Speaker 1    01:03:15    Um, I saw them in town. You know, you sort of, but they were always guarded. I was thinking of one thing was that, um, when I was on the vestry, one of the times Mom was here from New Mexico and we were taking the children to Sunday school, and she was gonna come in church with me. But when I pulled up, I had to jump out and have her park the car because the Secret Service was all out in the courtyard because Reagan was there. They'd forgotten to tell the vestry. And so I was saying, I, I've gotta get through to the church. I'm on Vesty duty. And then I usually have phones go like this, Vesty Vesty, <laugh>  
Speaker 0    01:04:00    <laugh>.  
Speaker 1    01:04:01    And I was so undo by the time I got inside, I wouldn't stay on the side that the Mr. Reagan was <laugh> Vesty Vesty. And they all had their black coats, you know, and their, all that stuff. It was so, they forgot to tell us what was going on.  
Speaker 0    01:04:17    When was the church built? That was, it was, uh, all complete by the time you came mm-hmm  
Speaker 1    01:04:23    <affirmative>. But we didn't, um, we didn't have the Sunday school. That's why I started teaching two of my children at Sunday school. Mm-hmm <affirmative>. Um, so it was just a, a starting, sir. We had the beautiful building and all, but we didn't have, we didn't have, I used to think how many people, we had a church, 50 people would show up or something, you know. Um, and I, when I felt, when I really thought about it, I said to the vest and to the rector, if you can get the children to come to the church, to the services, uh, have a Jim carna, you know, day. Right. Something the parents will come. And eventually a lot of people worked on that, you know mm-hmm <affirmative>. Because it got to be fun to put on these, these shows and things that we did at the church.  
Speaker 0    01:05:27    Well, it was a way for everybody to be together. Yeah.  
Speaker 1    01:05:29    It was, you know, we used to have a blacksmith in the parking lot there in the front. Really? On the Saturday. Yes. And you would teach people how to, what he did with smithing and, you know, you know, and I think it was, um, Bob Clark from Upperville was the one that did it. He was the, the farrier. Mm-hmm <affirmative>. You know it was a community thing and he, he was probably a Baptist. He, he wasn't <inaudible>, but it just all came together. And, you know, Helen does a lot of this with churches combining and joining all our churches in the area. That again, is something that I think is really special. You unique, you know, and the clown does that,  
Speaker 0    01:06:14    Right?  
Speaker 1    01:06:14    Yeah. I think that's good. A lot  
Speaker 0    01:06:16    Of the food pantry and mm-hmm <affirmative>. Take it here and we all take it there. And,  
Speaker 1    01:06:20    And that, that's continuing from the past. Mm-hmm <affirmative>. You know. Yeah. They're a special community.  
Speaker 0    01:06:29    Well, I would, you know, I've been going to Trinity, I guess 20 years. And one of the differences, I think now, like, my kids are older, I go to the earlier service mm-hmm <affirmative>. Which is not as many people. Um, but it seems to me that membership has been fairly steady.  
Speaker 1    01:06:54    I think so  
Speaker 0    01:06:55    The past 20 years. Mm-hmm <affirmative>. That people, it, it's not always the same people, but in terms of numbers that maybe you lose some, you gain some. Yeah.  
Speaker 1    01:07:07    Tommy started the eight o'clock service.  
Speaker 0    01:07:09    Did he really?  
Speaker 1    01:07:10    Because he said, um, he had to get out and plow Bush Hog. Mm-hmm <affirmative>. And he then, oh, then secretly he would say, and they don't pass the plate.  
Speaker 0    01:07:23    They do now. Yeah.  
Speaker 1    01:07:25    <laugh>, they put the little chair in the middle of the step there. You know, the step. That was the first sign. And then the, the plates were there. You didn't know Dick Pierce?  
Speaker 0    01:07:36    I did not. Oh.  
Speaker 1    01:07:37    He was just great.  
Speaker 0    01:07:39    And how long? That was a, he was a very long tenure.  
Speaker 1    01:07:45    I can't remember a time like that. But he, he was, he was, they were always controversial. Uh, every rector is a controversial person.  
Speaker 0    01:07:55    Well, anything new is controversial. <laugh>. Yes.  
Speaker 1    01:07:57    But he was really, he really pulled, pulled this church.  
Speaker 0    01:08:02    And Was he here when you got arrived?  
Speaker 1    01:08:04    No, I was on the, on the, uh, search committee. Mm-hmm <affirmative>. For him. Um, and I was on the vestry at the time. Mm-hmm <affirmative>. Um, but he, he just clicked with the children again, you know, bring the children. Right. You know, bring the parents. Tommy was in the hospital for something else not as cancer. And it was, Clayburn was being confirmed and  
Speaker 1    01:08:32    I could, I got Clayburn home from church, but the hospital told me I had to come right away to the hospital in Leesburg. And I didn't wanna leave Clayborn by himself. The other two were off in school. And I'm trying to tell Clarin to come outta this tree. He had climbed a tree and he said he wasn't coming down. Tell Daddy came home from the hospital. We go, come down and I'm begging him to come down and down the road, <inaudible> Road, I see this little dune buggy, not a dune buggy, but a little car. And it appeared and he said, I thought maybe you needed me. And I said, would you get this little boy out of this tree? I've gotta go to the hospital. He climbed the tree. Clare wrote a story about this and they did it for Dick Pier's funeral. He climbed the tree and sat up there with Clare to talk him out of that tree. And he took him to Gil Walford to stay while I was down. Mm-hmm <affirmative>. You know. So that was another little tidbit. Right.  
Speaker 2    01:09:34    Yeah.  
Speaker 0    01:09:35    That's amazing. No, I didn't know him.  
Speaker 1    01:09:37    He was very special. Very special.  
Speaker 0    01:09:41    Was it mostly long-term, uh, leadership at the church?  
Speaker 1    01:09:50    Uh, let's see. I came, I can't remember the first man that was here because when I was at New Bride, 'cause he didn't stay very long, but he was single. I know that the second man's name was Cox, I think Inc.  
Speaker 0    01:10:08    Well, there's a Cox Hall. So,  
Speaker 1    01:10:10    And he said to me, yes, Cox Hall. And he said to me one time when I first met him or something, oh God, I can't remember that either. It was so funny. 'cause he was a bachelor. I can't remember Lydia. It was just, he said, just think of me as a, didn't say eunuch <laugh>, but something close to that  
Speaker 2    01:10:37    <laugh>.  
Speaker 1    01:10:39    It was something close it. Like I didn't stick that water out. Yeah. It wasn't, it was like, I knew broad and you know, and I was sort of  
Speaker 2    01:10:46    Saying,  
Speaker 1    01:10:46    What's this man? It was something like, I, something he said like that he drank a lot. <laugh>. I found that, I found that out. <laugh>. I found that out. And then, so he was, he didn't last too long.  
Speaker 1    01:11:04    And then, um, I don't know whether he baptized Billy or not, but he was gone right after that. Mm-hmm <affirmative>. I guess, you know why <laugh>, the older generation did not appreciate his preferences, I guess, which I didn't understand at the time. Mm-hmm <affirmative>. And then we had sh Ryan and it was so funny. The other day I went into the Oyster bar to have lunch. Han Ryan, who was here in our rector for quite a while. I walk in and I hear this laugh, he's dead now. But I heard this laugh. And I turned around and looked at his wife, who is 94 years old, Jane Ryan. And she and her two daughters were there having lunch. And Are they still in the area? She lives over in Winchester. I think she's might be at Westminster. Oh yeah. One daughter's here and the other daughter's in New York. Um, and there are two other children.  
Speaker 1    01:12:05    But that laugh, I knew it is the throat sort of laugh. She's 94, I think she's 94 or 98. Anyway, I went over and I spoke to her and all that and I said, well, I just had my 80th birthday. And she said, well, I'm nine four, whatever. And she said, um, I hope you make it. And I said, well wait for me. And she said, ah, I've known I really like her. She's from, uh, Rhode Island. Mm-hmm <affirmative>. And then we used to go to Rhode Island a lot in the summers. Times where the Stokes has had a place, um, that chuckle. So that was one. And then, and then Dick Bear came. Okay. And here and I stayed. Yeah. I think the problem now that I'm concerned about the church, 'cause I'm not going, and there are quite a few of us that used to go at eight o'clock all the time, have stopped going.  
Speaker 1    01:12:58    I think a lot of it is we can't come to an agreement of what kind of a per parish priest we need. Who will, who will help us. It's gotten bigger. That's understandable. So that doesn't bother me. But something to give us the basis that we used to have mm-hmm <affirmative>. Mm-hmm <affirmative>. Because we keep getting these retirees. And Martin, I've known Martin, you know, and Mr. Miller, I think he was well liked with some, some were, there's always controversy, but you know, they're ready for retirement. Right. And I've known 'em all. And what one of the things that really upset us, uh, before that was that the confirmation classes just disappeared. I mean, Peter Hood had to be confirmed after school, uh, at eighth grade, you know, that my children all went after school to classes. Right. And then the bishop came, and then we confirmed Peter and Lewis, you know, Anson, uh, Kate Fanning's daughter had to do it after school. I don't even think they know what they learned. Right. Because there just wasn't an interest. There isn't an interest. The same thing's happening now with, with the next eighth grade class.  
Speaker 0    01:14:26    Well, last year Ed Miller was here and they had five kids. Cade was Kate among them. And um, but he didn't confirm them. They did classes on Sundays, but only like four of them. It was mm-hmm <affirmative>. It was quick because he wanted the bishop to confirm them. So when the bishop was here last spring, they were confirmed.  
Speaker 1    01:14:53    And that was the year between Peter and mm-hmm <affirmative>. And Theo now.  
Speaker 0    01:14:56    Right.  
Speaker 1    01:14:58    And like with Dick Stokes, who Ellen's trying to get the funeral, decided she has to deal with Martin who I like. But he's retiring and he only here on weekends. Right. And it's hard for her to, so it, she tried it for the 25th, but this Saturday. But, so it's gonna have to be February.  
Speaker 0    01:15:25    That's a waiting quite a while. Yeah.  
Speaker 1    01:15:28    And I'll be gone. Right. Not that that's important, but I  
Speaker 0    01:15:32    Am a good friend. And what's the relation of Dick Stokes too?  
Speaker 1    01:15:35    Nothing.  
Speaker 0    01:15:35    Oh. Nothing.  
Speaker 1    01:15:36    Nothing Just confuses the issue. Right. <laugh>?  
Speaker 0    01:15:42    I didn't think so,  
Speaker 1    01:15:42    But told, we used to say all the time, you make sure everybody knows I'm not related to Dick Stove <laugh>. I said, he says the same thing about you, Tommy. You make sure I'm not related to Tommy. So don't want your reputation attached to mine.  
Speaker 0    01:15:57    So did you play tennis? Did you go to the tennis club when it was first started? Uhhuh. <affirmative>. Yeah.  
Speaker 1    01:16:03    And Morgan Dennis called us the mullets. And mullets are just trash fish  
Speaker 0    01:16:09    <laugh>.  
Speaker 1    01:16:11    So it was Helen and they and Paige Glascock and Gail and Molly Spencer. And we were the mullets. Mm-hmm <affirmative>. Trash fish.  
Speaker 0    01:16:22    And you had a regular tennis game. Mm-hmm <affirmative>.  
Speaker 1    01:16:24    We had a regular tennis game. And uh,  
Speaker 0    01:16:27    What year was the tennis club started? I should know that. I don't  
Speaker 1    01:16:30    Know. I don't remember the years. <laugh>.  
Speaker 0    01:16:32    It was in the sixties though.  
Speaker 1    01:16:34    Well, I think so.  
Speaker 0    01:16:35    I wanna say, because I think they just had, yeah, because they just had the 50th anniversary. This in 19, so it must have been 69  
Speaker 1    01:16:43    Probably. So you're close. You're better than I am. <laugh>. I'm not, I'm not even close. Um, but yeah, we joined as soon as the children, uh, wanted swim. Right. No swim pool wasn't put in first. As soon as they wanted to play tennis or Right. Act around, you know, and have a lesson or something. You wanted your children to sort of mix with others after school or something like that. Right. Um, that's when we joined. And then when they all went away to school, I, um, got out of it and then I decided I would go back in for business purposes about 10 years ago, I guess. Mm-hmm <affirmative>.  
Speaker 0    01:17:31    For business purposes. Well,  
Speaker 1    01:17:32    Like when I had people coming that to do business, there was no place really to, to  
Speaker 0    01:17:38    Have a lunch.  
Speaker 1    01:17:38    Yeah. To take them to lunch. Mm-hmm  
Speaker 0    01:17:40    <affirmative>. Mm-hmm  
Speaker 1    01:17:40    <affirmative>. That's what I did.  
Speaker 0    01:17:42    Are you still involved with the Cattle Cattle Association?  
Speaker 1    01:17:46    No, I, I retired from that. Mm-hmm <affirmative>. And not I am for my ranch in New Mexico. Yeah. But, uh, the Virginia one, no, I finally got out of it about two years ago. Right.  
Speaker 0    01:17:59    But you,  
Speaker 1    01:17:59    I'm 80 years old.  
Speaker 0    01:18:02    But you were working with them for  
Speaker 1    01:18:05    Well, we just, because we were members. Right. It was a membership thing. You'd have membership drives or something like that. Right. But actually I didn't, Tommy was president one time, but I wasn't interested in, in being, I'm not interested in being in that sort of thing.  
Speaker 0    01:18:23    Right. But what  
Speaker 1    01:18:25    The bigger, the bigger, you know, when you I like four H things. Yes. But when it gets into, you know, you'd have to go to the big meetings and then you have the big dinners and I don't know, I would go to NCA meetings 'cause my father was on the board mm-hmm <affirmative>. But, um, I just didn't wanna be involved  
Speaker 0    01:18:52    Right.  
Speaker 1    01:18:52    In it.  
